bulk_id,spalen,date1,mm_start_square_q3,mm_value_q3
FF3814A9-9F7D-E711-8530-00505688958B,1.0,1435708800000000000,,
FF3814A9-9F7D-E711-8530-00505688958B,2.0,1435708800000000000,,
FF3814A9-9F7D-E711-8530-00505688958B,,1435708800000000000,,
FF3814A9-9F7D-E711-8530-00505688958B,3.0,1435708800000000000,,
43BF0132-CC0A-E511-8098-001EC9D56418,3.0,1435708800000000000,,
43BF0132-CC0A-E511-8098-001EC9D56418,2.0,1435708800000000000,,
43BF0132-CC0A-E511-8098-001EC9D56418,1.0,1435708800000000000,,
7726CF5A-CC0A-E511-8098-001EC9D56418,1.0,1435708800000000000,,
7726CF5A-CC0A-E511-8098-001EC9D56418,2.0,1435708800000000000,,
7726CF5A-CC0A-E511-8098-001EC9D56418,3.0,1435708800000000000,,
7726CF5A-CC0A-E511-8098-001EC9D56418,,1435708800000000000,,
B091AECC-2FA8-E211-9DE0-001EC9D56438,1.0,1435708800000000000,,
A93667C6-B147-E311-8507-001EC9D5643C,3.0,1435708800000000000,,
A93667C6-B147-E311-8507-001EC9D5643C,2.0,1435708800000000000,,
A93667C6-B147-E311-8507-001EC9D5643C,1.0,1435708800000000000,,
65C3C56D-897B-E411-9AB7-001EC9D5643C,3.0,1435708800000000000,,
65C3C56D-897B-E411-9AB7-001EC9D5643C,2.0,1435708800000000000,,
65C3C56D-897B-E411-9AB7-001EC9D5643C,1.0,1435708800000000000,,
65C3C56D-897B-E411-9AB7-001EC9D5643C,4.0,1435708800000000000,,
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,3.0,1435708800000000000,,
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2.0,1435708800000000000,,
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,1.0,1435708800000000000,,
E522EAD5-DA93-E311-8208-001EC9D56418,3.0,1435708800000000000,,
E522EAD5-DA93-E311-8208-001EC9D56418,2.0,1435708800000000000,,
E522EAD5-DA93-E311-8208-001EC9D56418,1.0,1435708800000000000,,
E522EAD5-DA93-E311-8208-001EC9D56418,4.0,1435708800000000000,,
C18015BA-DA93-E311-8208-001EC9D56418,2.0,1435708800000000000,,
C18015BA-DA93-E311-8208-001EC9D56418,3.0,1435708800000000000,,
B091AECC-2FA8-E211-9DE0-001EC9D56438,2.0,1435708800000000000,,
C18015BA-DA93-E311-8208-001EC9D56418,1.0,1435708800000000000,,
1AD477FA-537D-E511-B4A4-001EC9D5643C,2.0,1435708800000000000,,
1AD477FA-537D-E511-B4A4-001EC9D5643C,,1435708800000000000,,
1AD477FA-537D-E511-B4A4-001EC9D5643C,3.0,1435708800000000000,,
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,4.0,1435708800000000000,,
D082F3A3-CB4D-E211-9E89-001EC9D56438,2.0,1435708800000000000,,
1AD477FA-537D-E511-B4A4-001EC9D5643C,1.0,1435708800000000000,,
D082F3A3-CB4D-E211-9E89-001EC9D56438,3.0,1435708800000000000,,
A0E3ADEC-68D5-E511-9840-001EC9D56418,3.0,1435708800000000000,,
A0E3ADEC-68D5-E511-9840-001EC9D56418,2.0,1435708800000000000,,
A0E3ADEC-68D5-E511-9840-001EC9D56418,1.0,1435708800000000000,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,1.0,1435708800000000000,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,2.0,1435708800000000000,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,3.0,1435708800000000000,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,,1435708800000000000,,
50B329EC-1DE2-E511-B953-001EC9D56418,2.0,1435708800000000000,,
50B329EC-1DE2-E511-B953-001EC9D56418,1.0,1435708800000000000,,
50B329EC-1DE2-E511-B953-001EC9D56418,,1435708800000000000,,
50B329EC-1DE2-E511-B953-001EC9D56418,3.0,1435708800000000000,,
35168781-8F60-E611-9523-001EC9D5643C,3.0,1435708800000000000,,
35168781-8F60-E611-9523-001EC9D5643C,2.0,1435708800000000000,,
35168781-8F60-E611-9523-001EC9D5643C,,1435708800000000000,,
35168781-8F60-E611-9523-001EC9D5643C,1.0,1435708800000000000,,
A8632090-8F60-E611-9523-001EC9D5643C,1.0,1435708800000000000,,
A8632090-8F60-E611-9523-001EC9D5643C,2.0,1435708800000000000,,
A8632090-8F60-E611-9523-001EC9D5643C,3.0,1435708800000000000,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,4.0,1435708800000000000,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,1.0,1435708800000000000,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,2.0,1435708800000000000,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,3.0,1435708800000000000,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,3.0,1435708800000000000,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,2.0,1435708800000000000,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,,1435708800000000000,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,1.0,1435708800000000000,,
5C0E0157-C197-E711-8530-00505688958B,2.0,1435708800000000000,,
5C0E0157-C197-E711-8530-00505688958B,,1435708800000000000,,
5C0E0157-C197-E711-8530-00505688958B,3.0,1435708800000000000,,
BC92BE33-C197-E711-8530-00505688958B,3.0,1435708800000000000,,
BC92BE33-C197-E711-8530-00505688958B,2.0,1435708800000000000,,
BC92BE33-C197-E711-8530-00505688958B,1.0,1435708800000000000,,
67127343-C197-E711-8530-00505688958B,3.0,1435708800000000000,,
67127343-C197-E711-8530-00505688958B,2.0,1435708800000000000,,
67127343-C197-E711-8530-00505688958B,1.0,1435708800000000000,,
5C0E0157-C197-E711-8530-00505688958B,1.0,1435708800000000000,,
BE6C758E-25F4-E611-84D2-001EC9D56418,2.0,1435708800000000000,,
BE6C758E-25F4-E611-84D2-001EC9D56418,1.0,1435708800000000000,,
D312086D-869A-E611-BE92-001EC9D5643C,1.0,1435708800000000000,,
D312086D-869A-E611-BE92-001EC9D5643C,2.0,1435708800000000000,,
D312086D-869A-E611-BE92-001EC9D5643C,3.0,1435708800000000000,,
D312086D-869A-E611-BE92-001EC9D5643C,,1435708800000000000,,
D312086D-869A-E611-BE92-001EC9D5643C,4.0,1435708800000000000,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,4.0,1435708800000000000,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,1.0,1435708800000000000,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,3.0,1435708800000000000,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,2.0,1435708800000000000,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,,1435708800000000000,,
6C216151-D81D-E711-96FE-001EC9D5643C,1.0,1435708800000000000,,
6C216151-D81D-E711-96FE-001EC9D5643C,2.0,1435708800000000000,,
6C216151-D81D-E711-96FE-001EC9D5643C,3.0,1435708800000000000,,
6C216151-D81D-E711-96FE-001EC9D5643C,,1435708800000000000,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,2.0,1435708800000000000,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,3.0,1435708800000000000,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,1.0,1435708800000000000,,
A893576C-16F9-E611-84D2-001EC9D56418,2.0,1435708800000000000,,
A893576C-16F9-E611-84D2-001EC9D56418,1.0,1435708800000000000,,
A893576C-16F9-E611-84D2-001EC9D56418,3.0,1435708800000000000,,
26220EC6-16F9-E611-84D2-001EC9D56418,2.0,1435708800000000000,,
26220EC6-16F9-E611-84D2-001EC9D56418,1.0,1435708800000000000,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,,1435708800000000000,,
A893576C-16F9-E611-84D2-001EC9D56418,,1435708800000000000,,
26220EC6-16F9-E611-84D2-001EC9D56418,,1435708800000000000,,
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,,
7D6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,,
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,,
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,,
7D6018F1-C2AD-E611-9FBE-001EC9D5643C,,1435708800000000000,,
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,,
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,,
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,,
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,,
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,,
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,,
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,,
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,,
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,,
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,,
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,,
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,,
7D6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,,
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,,
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,,
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,,1435708800000000000,,
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,,1435708800000000000,,
994A637F-C2CD-E611-B887-001EC9D5643C,2.0,1435708800000000000,,
994A637F-C2CD-E611-B887-001EC9D5643C,,1435708800000000000,,
994A637F-C2CD-E611-B887-001EC9D5643C,3.0,1435708800000000000,,
994A637F-C2CD-E611-B887-001EC9D5643C,1.0,1435708800000000000,,
994A637F-C2CD-E611-B887-001EC9D5643C,4.0,1435708800000000000,,
72887078-7908-E611-9928-001EC9D5643C,2.0,1435708800000000000,,
72887078-7908-E611-9928-001EC9D5643C,4.0,1435708800000000000,,
72887078-7908-E611-9928-001EC9D5643C,3.0,1435708800000000000,,
8C5BDEBC-7908-E611-9928-001EC9D5643C,2.0,1435708800000000000,,
8C5BDEBC-7908-E611-9928-001EC9D5643C,4.0,1435708800000000000,,
8C5BDEBC-7908-E611-9928-001EC9D5643C,3.0,1435708800000000000,,
5F5BD5ED-7808-E611-9928-001EC9D5643C,2.0,1435708800000000000,,
5F5BD5ED-7808-E611-9928-001EC9D5643C,,1435708800000000000,,
5F5BD5ED-7808-E611-9928-001EC9D5643C,4.0,1435708800000000000,,
0E6FE41B-8808-E611-9928-001EC9D5643C,3.0,1435708800000000000,,
0E6FE41B-8808-E611-9928-001EC9D5643C,2.0,1435708800000000000,,
0E6FE41B-8808-E611-9928-001EC9D5643C,1.0,1435708800000000000,,
0E6FE41B-8808-E611-9928-001EC9D5643C,,1435708800000000000,,
46B9015C-8808-E611-9928-001EC9D5643C,3.0,1435708800000000000,,
46B9015C-8808-E611-9928-001EC9D5643C,1.0,1435708800000000000,,
46B9015C-8808-E611-9928-001EC9D5643C,2.0,1435708800000000000,,
46B9015C-8808-E611-9928-001EC9D5643C,,1435708800000000000,,
095A20C2-C513-E711-96FE-001EC9D5643C,,1435708800000000000,,
095A20C2-C513-E711-96FE-001EC9D5643C,3.0,1435708800000000000,,
095A20C2-C513-E711-96FE-001EC9D5643C,2.0,1435708800000000000,,
095A20C2-C513-E711-96FE-001EC9D5643C,1.0,1435708800000000000,,
F47C6AD6-C513-E711-96FE-001EC9D5643C,,1435708800000000000,,
F47C6AD6-C513-E711-96FE-001EC9D5643C,1.0,1435708800000000000,,
F47C6AD6-C513-E711-96FE-001EC9D5643C,2.0,1435708800000000000,,
F47C6AD6-C513-E711-96FE-001EC9D5643C,3.0,1435708800000000000,,
9487D3B2-8713-E711-96FE-001EC9D5643C,2.0,1435708800000000000,,
9487D3B2-8713-E711-96FE-001EC9D5643C,,1435708800000000000,,
9487D3B2-8713-E711-96FE-001EC9D5643C,1.0,1435708800000000000,,
9487D3B2-8713-E711-96FE-001EC9D5643C,4.0,1435708800000000000,,
C591F956-8813-E711-96FE-001EC9D5643C,2.0,1435708800000000000,,
C591F956-8813-E711-96FE-001EC9D5643C,1.0,1435708800000000000,,
C591F956-8813-E711-96FE-001EC9D5643C,4.0,1435708800000000000,,
C591F956-8813-E711-96FE-001EC9D5643C,3.0,1435708800000000000,,
EFE9999C-9576-E711-B07B-001EC9D5643C,2.0,1435708800000000000,,
EFE9999C-9576-E711-B07B-001EC9D5643C,1.0,1435708800000000000,,
EFE9999C-9576-E711-B07B-001EC9D5643C,3.0,1435708800000000000,,
EFE9999C-9576-E711-B07B-001EC9D5643C,4.0,1435708800000000000,,
EFE9999C-9576-E711-B07B-001EC9D5643C,,1435708800000000000,,
5AE274CD-9676-E711-B07B-001EC9D5643C,3.0,1435708800000000000,,
5AE274CD-9676-E711-B07B-001EC9D5643C,1.0,1435708800000000000,,
5AE274CD-9676-E711-B07B-001EC9D5643C,2.0,1435708800000000000,,
5AE274CD-9676-E711-B07B-001EC9D5643C,,1435708800000000000,,
5C3629EC-9776-E711-B07B-001EC9D5643C,2.0,1435708800000000000,,
5C3629EC-9776-E711-B07B-001EC9D5643C,,1435708800000000000,,
5C3629EC-9776-E711-B07B-001EC9D5643C,1.0,1435708800000000000,,
5C3629EC-9776-E711-B07B-001EC9D5643C,3.0,1435708800000000000,,
9D41BD52-F9BE-E711-BC64-00505688958B,3.0,1435708800000000000,,
9D41BD52-F9BE-E711-BC64-00505688958B,,1435708800000000000,,
9D41BD52-F9BE-E711-BC64-00505688958B,2.0,1435708800000000000,,
9D41BD52-F9BE-E711-BC64-00505688958B,1.0,1435708800000000000,,
9D41BD52-F9BE-E711-BC64-00505688958B,4.0,1435708800000000000,,
6FFE2FFC-94C4-E711-A992-0050568859FB,3.0,1435708800000000000,,
6FFE2FFC-94C4-E711-A992-0050568859FB,2.0,1435708800000000000,,
6FFE2FFC-94C4-E711-A992-0050568859FB,,1435708800000000000,,
6FFE2FFC-94C4-E711-A992-0050568859FB,4.0,1435708800000000000,,
6FFE2FFC-94C4-E711-A992-0050568859FB,1.0,1435708800000000000,,
61765843-CDC5-E611-B624-001EC9D56418,2.0,1435708800000000000,,
61765843-CDC5-E611-B624-001EC9D56418,1.0,1435708800000000000,,
61765843-CDC5-E611-B624-001EC9D56418,3.0,1435708800000000000,,
61765843-CDC5-E611-B624-001EC9D56418,,1435708800000000000,,
206A2D68-CDC5-E611-B624-001EC9D56418,3.0,1435708800000000000,,
206A2D68-CDC5-E611-B624-001EC9D56418,2.0,1435708800000000000,,
206A2D68-CDC5-E611-B624-001EC9D56418,1.0,1435708800000000000,,
206A2D68-CDC5-E611-B624-001EC9D56418,,1435708800000000000,,
C8FDAC6E-5F62-E711-97EC-001EC9D56418,2.0,1435708800000000000,,
C8FDAC6E-5F62-E711-97EC-001EC9D56418,1.0,1435708800000000000,,
C8FDAC6E-5F62-E711-97EC-001EC9D56418,3.0,1435708800000000000,,
18E6A7C3-5F62-E711-97EC-001EC9D56418,2.0,1435708800000000000,,
18E6A7C3-5F62-E711-97EC-001EC9D56418,1.0,1435708800000000000,,
18E6A7C3-5F62-E711-97EC-001EC9D56418,,1435708800000000000,,
18E6A7C3-5F62-E711-97EC-001EC9D56418,3.0,1435708800000000000,,
