bulk_id,spalen,date1,start_square_q3,value_q3,price_q3
FF3814A9-9F7D-E711-8530-00505688958B,1.0,1441065600000000000,,,
FF3814A9-9F7D-E711-8530-00505688958B,2.0,1441065600000000000,,,
FF3814A9-9F7D-E711-8530-00505688958B,,1441065600000000000,,,
FF3814A9-9F7D-E711-8530-00505688958B,3.0,1441065600000000000,,,
43BF0132-CC0A-E511-8098-001EC9D56418,3.0,1441065600000000000,6852.4,992.3,
43BF0132-CC0A-E511-8098-001EC9D56418,2.0,1441065600000000000,4340.1,924.5,
43BF0132-CC0A-E511-8098-001EC9D56418,1.0,1441065600000000000,2255.6,532.7,
7726CF5A-CC0A-E511-8098-001EC9D56418,1.0,1441065600000000000,1116.9,93.4,
7726CF5A-CC0A-E511-8098-001EC9D56418,2.0,1441065600000000000,6077.9,599.0,
7726CF5A-CC0A-E511-8098-001EC9D56418,3.0,1441065600000000000,4490.2,655.4,
7726CF5A-CC0A-E511-8098-001EC9D56418,,1441065600000000000,536.4,179.0,
B091AECC-2FA8-E211-9DE0-001EC9D56438,1.0,1441065600000000000,480.7,48.07,2900.0
A93667C6-B147-E311-8507-001EC9D5643C,3.0,1441065600000000000,3181.87,1127.47,243.69747899999493
A93667C6-B147-E311-8507-001EC9D5643C,2.0,1441065600000000000,4704.48,598.98,-9.090909099992132
A93667C6-B147-E311-8507-001EC9D5643C,1.0,1441065600000000000,9110.869999999999,711.52,35.298072599995066
65C3C56D-897B-E411-9AB7-001EC9D5643C,3.0,1441065600000000000,21643.09,1840.6200000000001,-136.99226300000737
65C3C56D-897B-E411-9AB7-001EC9D5643C,2.0,1441065600000000000,16994.09,3124.6800000000003,344.87741939998523
65C3C56D-897B-E411-9AB7-001EC9D5643C,1.0,1441065600000000000,11015.24,1045.9,-976.9609079999937
65C3C56D-897B-E411-9AB7-001EC9D5643C,4.0,1441065600000000000,7559.44,,
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,3.0,1441065600000000000,20701.52,2751.76,-2908.8665017999956
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2.0,1441065600000000000,26879.11,1621.24,-3376.0938966999965
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,1.0,1441065600000000000,12097.92,480.66999999999996,-1824.1403361000012
E522EAD5-DA93-E311-8208-001EC9D56418,3.0,1441065600000000000,1182.59,551.99,894.4444443999819
E522EAD5-DA93-E311-8208-001EC9D56418,2.0,1441065600000000000,802.04,252.14,792.8571430000011
E522EAD5-DA93-E311-8208-001EC9D56418,1.0,1441065600000000000,795.24,220.89999999999998,252.5
E522EAD5-DA93-E311-8208-001EC9D56418,4.0,1441065600000000000,3043.5,405.8,
C18015BA-DA93-E311-8208-001EC9D56418,2.0,1441065600000000000,128.16,,
C18015BA-DA93-E311-8208-001EC9D56418,3.0,1441065600000000000,319.84,159.92,-666.6666666999954
B091AECC-2FA8-E211-9DE0-001EC9D56438,2.0,1441065600000000000,71.31,,
C18015BA-DA93-E311-8208-001EC9D56418,1.0,1441065600000000000,43.31,43.31,
1AD477FA-537D-E511-B4A4-001EC9D5643C,2.0,1441065600000000000,,,
1AD477FA-537D-E511-B4A4-001EC9D5643C,,1441065600000000000,,,
1AD477FA-537D-E511-B4A4-001EC9D5643C,3.0,1441065600000000000,,,
8BF4DE7D-E2CB-E411-989E-001EC9D5643C,4.0,1441065600000000000,,,
D082F3A3-CB4D-E211-9E89-001EC9D56438,2.0,1441065600000000000,,,
1AD477FA-537D-E511-B4A4-001EC9D5643C,1.0,1441065600000000000,,,
D082F3A3-CB4D-E211-9E89-001EC9D56438,3.0,1441065600000000000,,,
A0E3ADEC-68D5-E511-9840-001EC9D56418,3.0,1441065600000000000,,,
A0E3ADEC-68D5-E511-9840-001EC9D56418,2.0,1441065600000000000,,,
A0E3ADEC-68D5-E511-9840-001EC9D56418,1.0,1441065600000000000,,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,1.0,1441065600000000000,,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,2.0,1441065600000000000,,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,3.0,1441065600000000000,,,
72B1CAF6-A2DC-E511-9840-001EC9D56418,,1441065600000000000,,,
50B329EC-1DE2-E511-B953-001EC9D56418,2.0,1441065600000000000,,,
50B329EC-1DE2-E511-B953-001EC9D56418,1.0,1441065600000000000,,,
50B329EC-1DE2-E511-B953-001EC9D56418,,1441065600000000000,,,
50B329EC-1DE2-E511-B953-001EC9D56418,3.0,1441065600000000000,,,
35168781-8F60-E611-9523-001EC9D5643C,3.0,1441065600000000000,,,
35168781-8F60-E611-9523-001EC9D5643C,2.0,1441065600000000000,,,
35168781-8F60-E611-9523-001EC9D5643C,,1441065600000000000,,,
35168781-8F60-E611-9523-001EC9D5643C,1.0,1441065600000000000,,,
A8632090-8F60-E611-9523-001EC9D5643C,1.0,1441065600000000000,,,
A8632090-8F60-E611-9523-001EC9D5643C,2.0,1441065600000000000,,,
A8632090-8F60-E611-9523-001EC9D5643C,3.0,1441065600000000000,,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,4.0,1441065600000000000,,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,1.0,1441065600000000000,,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,2.0,1441065600000000000,,,
F4BE45B2-AFF2-E611-84D2-001EC9D56418,3.0,1441065600000000000,,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,3.0,1441065600000000000,,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,2.0,1441065600000000000,,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,,1441065600000000000,,,
832FDFD6-AFF2-E611-84D2-001EC9D56418,1.0,1441065600000000000,,,
5C0E0157-C197-E711-8530-00505688958B,2.0,1441065600000000000,,,
5C0E0157-C197-E711-8530-00505688958B,,1441065600000000000,,,
5C0E0157-C197-E711-8530-00505688958B,3.0,1441065600000000000,,,
BC92BE33-C197-E711-8530-00505688958B,3.0,1441065600000000000,,,
BC92BE33-C197-E711-8530-00505688958B,2.0,1441065600000000000,,,
BC92BE33-C197-E711-8530-00505688958B,1.0,1441065600000000000,,,
67127343-C197-E711-8530-00505688958B,3.0,1441065600000000000,,,
67127343-C197-E711-8530-00505688958B,2.0,1441065600000000000,,,
67127343-C197-E711-8530-00505688958B,1.0,1441065600000000000,,,
5C0E0157-C197-E711-8530-00505688958B,1.0,1441065600000000000,,,
BE6C758E-25F4-E611-84D2-001EC9D56418,2.0,1441065600000000000,,,
BE6C758E-25F4-E611-84D2-001EC9D56418,1.0,1441065600000000000,,,
D312086D-869A-E611-BE92-001EC9D5643C,1.0,1441065600000000000,,,
D312086D-869A-E611-BE92-001EC9D5643C,2.0,1441065600000000000,,,
D312086D-869A-E611-BE92-001EC9D5643C,3.0,1441065600000000000,,,
D312086D-869A-E611-BE92-001EC9D5643C,,1441065600000000000,,,
D312086D-869A-E611-BE92-001EC9D5643C,4.0,1441065600000000000,,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,4.0,1441065600000000000,,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,1.0,1441065600000000000,,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,3.0,1441065600000000000,,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,2.0,1441065600000000000,,,
F7353C5B-D61D-E711-96FE-001EC9D5643C,,1441065600000000000,,,
6C216151-D81D-E711-96FE-001EC9D5643C,1.0,1441065600000000000,,,
6C216151-D81D-E711-96FE-001EC9D5643C,2.0,1441065600000000000,,,
6C216151-D81D-E711-96FE-001EC9D5643C,3.0,1441065600000000000,,,
6C216151-D81D-E711-96FE-001EC9D5643C,,1441065600000000000,,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,2.0,1441065600000000000,,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,3.0,1441065600000000000,,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,1.0,1441065600000000000,,,
A893576C-16F9-E611-84D2-001EC9D56418,2.0,1441065600000000000,,,
A893576C-16F9-E611-84D2-001EC9D56418,1.0,1441065600000000000,,,
A893576C-16F9-E611-84D2-001EC9D56418,3.0,1441065600000000000,,,
26220EC6-16F9-E611-84D2-001EC9D56418,2.0,1441065600000000000,,,
26220EC6-16F9-E611-84D2-001EC9D56418,1.0,1441065600000000000,,,
6B2BDF94-0EF9-E611-84D2-001EC9D56418,,1441065600000000000,,,
A893576C-16F9-E611-84D2-001EC9D56418,,1441065600000000000,,,
26220EC6-16F9-E611-84D2-001EC9D56418,,1441065600000000000,,,
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,,,
7D6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,,,
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,,,
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,,,
7D6018F1-C2AD-E611-9FBE-001EC9D5643C,,1441065600000000000,,,
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,,,
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,,,
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,,,
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,,,
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,,,
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,,,
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,,,
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,,,
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,,,
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,,,
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,,,
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,,,
7D6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,,,
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,,,
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,,,
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,,1441065600000000000,,,
