date1,bulk_id,spalen,sq_eq
1506816000000000000,FF3814A9-9F7D-E711-8530-00505688958B,1,
1506816000000000000,FF3814A9-9F7D-E711-8530-00505688958B,2,
1506816000000000000,FF3814A9-9F7D-E711-8530-00505688958B,0,
1506816000000000000,FF3814A9-9F7D-E711-8530-00505688958B,3,
1509494400000000000,FF3814A9-9F7D-E711-8530-00505688958B,1,
1509494400000000000,FF3814A9-9F7D-E711-8530-00505688958B,2,
1509494400000000000,FF3814A9-9F7D-E711-8530-00505688958B,0,
1509494400000000000,FF3814A9-9F7D-E711-8530-00505688958B,3,
1512086400000000000,FF3814A9-9F7D-E711-8530-00505688958B,1,
1512086400000000000,FF3814A9-9F7D-E711-8530-00505688958B,2,
1512086400000000000,FF3814A9-9F7D-E711-8530-00505688958B,0,
1512086400000000000,FF3814A9-9F7D-E711-8530-00505688958B,3,
1514764800000000000,FF3814A9-9F7D-E711-8530-00505688958B,1,
1514764800000000000,FF3814A9-9F7D-E711-8530-00505688958B,2,
1514764800000000000,FF3814A9-9F7D-E711-8530-00505688958B,0,
1514764800000000000,FF3814A9-9F7D-E711-8530-00505688958B,3,
1517443200000000000,FF3814A9-9F7D-E711-8530-00505688958B,1,
1517443200000000000,FF3814A9-9F7D-E711-8530-00505688958B,2,
1517443200000000000,FF3814A9-9F7D-E711-8530-00505688958B,0,
1517443200000000000,FF3814A9-9F7D-E711-8530-00505688958B,3,
1438387200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1438387200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1438387200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1438387200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1438387200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1438387200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1438387200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1441065600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1441065600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1441065600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1441065600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1441065600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1441065600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1441065600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1443657600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1443657600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1443657600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1443657600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1443657600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1443657600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1443657600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1446336000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1446336000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1446336000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1446336000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1446336000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1446336000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1446336000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1448928000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1448928000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1448928000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1448928000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1448928000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1448928000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1448928000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1451606400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1451606400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1451606400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1451606400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1451606400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1451606400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1451606400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1454284800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1454284800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1454284800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1454284800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1454284800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1454284800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1454284800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,201.2
1456790400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1456790400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1456790400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1456790400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1456790400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1456790400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1456790400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1459468800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1459468800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1459468800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1459468800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1459468800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1459468800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1459468800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1462060800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1462060800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1462060800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1462060800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1462060800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1462060800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1462060800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,178.8
1464739200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1464739200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1464739200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1464739200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1464739200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1464739200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1464739200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1467331200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1467331200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1467331200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1467331200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1467331200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1467331200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1467331200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1470009600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1470009600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1470009600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1470009600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1470009600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2278.3
1470009600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1470009600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1472688000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1472688000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1472688000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1472688000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1472688000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1475280000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1475280000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1475280000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1475280000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1475280000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1475280000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1477958400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1477958400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1477958400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1477958400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1477958400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1477958400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,46.7
1480550400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1480550400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1480550400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1480550400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,0,
1483228800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1483228800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1483228800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1485907200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1485907200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,553.1
1485907200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1488326400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1488326400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1488326400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1491004800000000000,43BF0132-CC0A-E511-8098-001EC9D56418,3,
1491004800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1491004800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1493596800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1493596800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1496275200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1496275200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,561.8
1498867200000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1498867200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,2,
1498867200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1501545600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1501545600000000000,43BF0132-CC0A-E511-8098-001EC9D56418,2,
1501545600000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1504224000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1504224000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1504224000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,46.7
1506816000000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1506816000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,281.2
1506816000000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,46.7
1509494400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1509494400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,281.2
1509494400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,46.7
1512086400000000000,43BF0132-CC0A-E511-8098-001EC9D56418,1,
1512086400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,
1512086400000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,1,
1514764800000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,187.2
1517443200000000000,7726CF5A-CC0A-E511-8098-001EC9D56418,3,187.2
1435708800000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,1,
1435708800000000000,A93667C6-B147-E311-8507-001EC9D5643C,3,
1435708800000000000,A93667C6-B147-E311-8507-001EC9D5643C,2,
1435708800000000000,A93667C6-B147-E311-8507-001EC9D5643C,1,
1435708800000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,3,
1435708800000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,2,
1435708800000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,1,
1435708800000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,4,
1435708800000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,3,
1435708800000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2,
1435708800000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,1,
1435708800000000000,E522EAD5-DA93-E311-8208-001EC9D56418,3,
1435708800000000000,E522EAD5-DA93-E311-8208-001EC9D56418,2,
1435708800000000000,E522EAD5-DA93-E311-8208-001EC9D56418,1,
1435708800000000000,E522EAD5-DA93-E311-8208-001EC9D56418,4,
1435708800000000000,C18015BA-DA93-E311-8208-001EC9D56418,2,
1435708800000000000,C18015BA-DA93-E311-8208-001EC9D56418,3,
1438387200000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,1,
1438387200000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,2,71.31
1438387200000000000,A93667C6-B147-E311-8507-001EC9D5643C,2,
1438387200000000000,A93667C6-B147-E311-8507-001EC9D5643C,3,
1438387200000000000,A93667C6-B147-E311-8507-001EC9D5643C,1,
1438387200000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,3,
1438387200000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,1,
1438387200000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,2,
1438387200000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,4,
1438387200000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,3,
1438387200000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2,
1438387200000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,1,
1438387200000000000,E522EAD5-DA93-E311-8208-001EC9D56418,3,
1438387200000000000,E522EAD5-DA93-E311-8208-001EC9D56418,2,
1438387200000000000,E522EAD5-DA93-E311-8208-001EC9D56418,1,
1438387200000000000,E522EAD5-DA93-E311-8208-001EC9D56418,4,
1438387200000000000,C18015BA-DA93-E311-8208-001EC9D56418,2,
1438387200000000000,C18015BA-DA93-E311-8208-001EC9D56418,1,
1438387200000000000,C18015BA-DA93-E311-8208-001EC9D56418,3,
1441065600000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,1,
1441065600000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,2,
1441065600000000000,A93667C6-B147-E311-8507-001EC9D5643C,2,
1441065600000000000,A93667C6-B147-E311-8507-001EC9D5643C,3,
1441065600000000000,A93667C6-B147-E311-8507-001EC9D5643C,1,
1441065600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,3,
1441065600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,2,
1441065600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,1,
1441065600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,4,
1441065600000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2,
1441065600000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,3,
1441065600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,2,
1441065600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,3,
1441065600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,1,
1441065600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,4,
1441065600000000000,C18015BA-DA93-E311-8208-001EC9D56418,2,
1441065600000000000,C18015BA-DA93-E311-8208-001EC9D56418,3,
1443657600000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,1,
1443657600000000000,A93667C6-B147-E311-8507-001EC9D5643C,2,
1443657600000000000,A93667C6-B147-E311-8507-001EC9D5643C,3,
1443657600000000000,A93667C6-B147-E311-8507-001EC9D5643C,1,
1443657600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,3,
1443657600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,2,
1443657600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,1,
1443657600000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,4,
1443657600000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2,
1443657600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,2,
1443657600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,3,
1443657600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,1,
1443657600000000000,E522EAD5-DA93-E311-8208-001EC9D56418,4,
1443657600000000000,C18015BA-DA93-E311-8208-001EC9D56418,2,
1443657600000000000,C18015BA-DA93-E311-8208-001EC9D56418,3,
1443657600000000000,C18015BA-DA93-E311-8208-001EC9D56418,1,
1446336000000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,1,
1446336000000000000,A93667C6-B147-E311-8507-001EC9D5643C,2,
1446336000000000000,A93667C6-B147-E311-8507-001EC9D5643C,3,100.13
1446336000000000000,A93667C6-B147-E311-8507-001EC9D5643C,1,
1446336000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,3,
1446336000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,2,
1446336000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,1,
1446336000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,4,
1446336000000000000,1AD477FA-537D-E511-B4A4-001EC9D5643C,2,
1446336000000000000,1AD477FA-537D-E511-B4A4-001EC9D5643C,0,
1446336000000000000,1AD477FA-537D-E511-B4A4-001EC9D5643C,3,
1446336000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2,
1446336000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,1,
1446336000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,3,
1446336000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,4,
1446336000000000000,E522EAD5-DA93-E311-8208-001EC9D56418,2,
1446336000000000000,E522EAD5-DA93-E311-8208-001EC9D56418,1,
1446336000000000000,E522EAD5-DA93-E311-8208-001EC9D56418,4,
1446336000000000000,E522EAD5-DA93-E311-8208-001EC9D56418,3,
1446336000000000000,C18015BA-DA93-E311-8208-001EC9D56418,2,
1446336000000000000,C18015BA-DA93-E311-8208-001EC9D56418,3,
1448928000000000000,D082F3A3-CB4D-E211-9E89-001EC9D56438,2,
1448928000000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,1,
1448928000000000000,A93667C6-B147-E311-8507-001EC9D5643C,2,
1448928000000000000,A93667C6-B147-E311-8507-001EC9D5643C,1,
1448928000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,3,
1448928000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,2,
1448928000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,1,
1448928000000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,4,
1448928000000000000,1AD477FA-537D-E511-B4A4-001EC9D5643C,2,
1448928000000000000,1AD477FA-537D-E511-B4A4-001EC9D5643C,0,
1448928000000000000,1AD477FA-537D-E511-B4A4-001EC9D5643C,3,
1448928000000000000,1AD477FA-537D-E511-B4A4-001EC9D5643C,1,
1448928000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,2,
1448928000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,1,
1448928000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,3,
1448928000000000000,8BF4DE7D-E2CB-E411-989E-001EC9D5643C,4,
1448928000000000000,E522EAD5-DA93-E311-8208-001EC9D56418,1,
1448928000000000000,E522EAD5-DA93-E311-8208-001EC9D56418,4,
1448928000000000000,C18015BA-DA93-E311-8208-001EC9D56418,2,
1451606400000000000,D082F3A3-CB4D-E211-9E89-001EC9D56438,2,
1451606400000000000,D082F3A3-CB4D-E211-9E89-001EC9D56438,3,
1451606400000000000,B091AECC-2FA8-E211-9DE0-001EC9D56438,1,
1451606400000000000,A93667C6-B147-E311-8507-001EC9D5643C,2,
1451606400000000000,A93667C6-B147-E311-8507-001EC9D5643C,1,
1451606400000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,3,
1451606400000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,2,
1451606400000000000,65C3C56D-897B-E411-9AB7-001EC9D5643C,1,
