bulk_id,spalen,date1,mm_ratio_zar,mm_ratio_vre,mm_ratio_vre_16,mm_ratio_vre_1,mm_ratio_nre,mm_sold_in_quarter
4B3B6D6A-93FF-E411-8098-001EC9D56418,3.0,1441065600000000000,16.0,21.0,7.0,0.0,0.0,4481.800000000006
4B3B6D6A-93FF-E411-8098-001EC9D56418,1.0,1441065600000000000,46.0,54.0,14.0,0.0,2.0,3583.400000000005
4B3B6D6A-93FF-E411-8098-001EC9D56418,0.0,1441065600000000000,11.0,9.0,2.0,0.0,1.0,604.7999999999997
4B3B6D6A-93FF-E411-8098-001EC9D56418,2.0,1441065600000000000,46.0,50.0,12.0,0.0,3.0,13104.300000000014
B526E7C2-5C3E-E411-988B-001EC9D5643C,2.0,1441065600000000000,31.0,35.0,0.0,0.0,10.0,6513.300000000013
B526E7C2-5C3E-E411-988B-001EC9D5643C,1.0,1441065600000000000,47.0,45.0,0.0,0.0,12.0,11511.40000000002
B526E7C2-5C3E-E411-988B-001EC9D5643C,3.0,1441065600000000000,6.0,6.0,0.0,0.0,0.0,1400.0
B526E7C2-5C3E-E411-988B-001EC9D5643C,0.0,1441065600000000000,2.0,1.0,0.0,0.0,0.0,158.89999999999998
8421806C-5D3E-E411-988B-001EC9D5643C,3.0,1441065600000000000,9.0,5.0,0.0,0.0,0.0,3135.4999999999995
8421806C-5D3E-E411-988B-001EC9D5643C,1.0,1441065600000000000,14.0,9.0,0.0,0.0,0.0,3430.5
8421806C-5D3E-E411-988B-001EC9D5643C,0.0,1441065600000000000,5.0,3.0,0.0,0.0,0.0,204.29999999999995
8421806C-5D3E-E411-988B-001EC9D5643C,2.0,1441065600000000000,22.0,17.0,0.0,0.0,1.0,8623.500000000013
67A58823-AFC9-E511-9405-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
67A58823-AFC9-E511-9405-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
67A58823-AFC9-E511-9405-001EC9D56418,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
67A58823-AFC9-E511-9405-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
67A58823-AFC9-E511-9405-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,1.0,1441065600000000000,0.0,168.0,60.0,0.0,2.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,2.0,1441065600000000000,0.0,144.0,30.0,0.0,0.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,0.0,1441065600000000000,0.0,24.0,10.0,0.0,0.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,3.0,1441065600000000000,0.0,24.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0
5A4E0BD8-5C29-E511-84C6-001EC9D56418,1.0,1441065600000000000,14.0,88.0,0.0,0.0,88.0,1228.8
