id,bulk_spalen_id,value
0,649,777.2487067740942
1,650,1203.0442030667002
2,648,128.70700138947439
3,651,550.4025765716312
4,649,824.9947869944056
5,650,1084.0884829068161
6,648,157.37526055508368
7,651,420.2451478310814
8,649,900.337004027046
9,650,1061.7433640071874
10,648,184.45337692365524
11,651,433.0860039251086
12,599,0.0
13,600,0.0
14,597,0.0
15,598,0.0
16,85,19.28454404291408
17,85,29.735343010350576
18,85,14.994579247744479
19,75,307.56555402230185
20,76,110.75854827221124
21,760,374.16365264798486
22,759,273.789502885733
23,310,193.90666366828916
24,309,353.372274418567
25,852,28.845407751365496
26,624,409.17157340927463
27,625,182.76856391324006
28,622,132.36815423568186
29,623,109.64006158808897
30,131,332.2360215592888
31,130,1255.2193242995481
32,129,44.75970856424557
33,320,20.970489682315787
34,540,13.53920697318296
35,924,84.54028813279385
36,925,490.2526122510197
37,926,196.07755392872494
38,923,153.91902892153854
39,374,262.09964439117215
40,373,328.5309903113293
41,372,146.33609739486656
42,28,205.2583940852884
43,27,287.44512914715745
44,26,100.36548318869657
45,75,157.57300437323795
46,760,290.85022452715106
47,759,106.31525066684105
48,310,190.03860958324933
49,309,174.85143263169888
50,852,19.100188319797244
51,624,415.6264432167309
52,622,65.13840381175072
53,625,130.07863419062727
54,623,68.13476414406959
55,131,245.47937884423933
56,130,816.6293462272125
57,128,3.7797667073747823
58,320,12.705510048589538
59,540,5.623287927788689
60,924,125.49831628038095
61,926,163.62371024144272
62,925,533.787277073874
63,923,98.44302083425316
64,247,0.0
65,246,0.0
66,245,0.0
67,248,0.0
68,249,0.0
69,118,0.0
70,119,0.0
71,117,0.0
72,116,0.0
73,374,302.35072153499567
74,373,248.48780660252092
75,372,167.38216364426586
76,28,296.8039818664513
77,27,249.01353339344874
78,26,134.52932285771155
79,74,7.854369828928266
80,75,100.43952521145786
81,760,217.84350243706191
82,759,55.10051058077759
83,310,180.2882385149484
84,309,133.34717668608062
85,624,317.30405325103135
86,625,75.29773581168016
87,622,39.171834889209265
88,623,41.295569516982866
89,131,185.57975593056156
90,130,666.7275719336101
91,320,6.013476055820076
92,540,2.2087007382433264
93,926,163.81023047458996
94,924,116.11121055479515
95,925,585.193785943693
96,923,59.16952835650908
97,247,0.0
98,246,0.0
99,245,0.0
100,248,0.0
101,249,0.0
102,118,0.0
103,117,0.0
104,119,0.0
105,116,0.0
106,374,265.04638910202806
107,373,222.58330479715175
108,372,127.28047822591316
109,28,284.4674183971772
110,27,241.25094302319158
111,26,110.20643037986788
112,380,604.0881187973152
113,379,97.34223787232804
114,380,621.6603626201844
115,379,137.8205731284029
116,380,715.4423714566068
117,379,60.541986659227604
118,473,84.1459502174917
119,475,206.67509786680725
120,474,307.49633336513455
121,476,68.67678782829098
122,472,13.774302765093616
123,633,108.91131664902049
124,630,264.27263436231345
125,632,628.7347838439043
126,631,179.25789039873663
127,629,22.783540743089546
128,38,17.515080365719115
129,40,476.2643511230396
130,41,191.73267548708588
131,39,81.50802922916603
132,473,108.09784926543568
133,475,198.69692728636883
134,474,143.6964464990878
135,476,90.09782665648304
136,472,4.20898485150363
137,633,105.39006951251041
138,632,407.0704716470683
139,630,181.04081965981263
140,631,84.61498665081301
141,629,29.998152797154006
142,38,22.015930076104475
143,40,278.9205144382588
144,41,150.46451453462578
145,39,93.73572475282782
146,473,89.79398103092066
147,475,128.2430642506877
148,474,82.79775637128752
149,476,90.50801272823439
150,472,1.2003794152230127
151,633,99.42995932788868
152,632,316.8469337034861
153,630,124.4963683536458
154,629,23.204429378325884
155,631,46.32359648541222
156,40,172.6138986732173
157,41,127.67008517287283
158,39,57.59442017764282
159,38,16.476084742074143
160,36,1004.737331869968
161,35,851.2176029492662
162,37,1518.7375923876027
163,34,29.74593980616273
164,313,335.10732870904957
165,314,106.23344430190258
166,312,191.73380400540668
167,311,14.68213593562865
168,690,504.5757269538238
169,689,248.0235612138431
170,688,9.491431824140488
171,36,999.108022620887
172,35,678.8923358778148
173,37,1566.9268273155158
174,34,15.036207858616685
175,313,331.54347469068784
176,314,74.92853938549948
177,312,162.1042139448222
178,311,9.037643967172208
179,690,427.94617592715093
180,689,177.19760976062514
181,36,972.1648422201092
182,35,440.7706315618451
183,37,1524.105341669268
184,34,16.293408127088195
185,313,307.91125313010264
186,314,65.99883743861324
187,312,152.7771021687005
188,311,5.8013867403197095
189,690,350.4741282253011
190,689,125.55067698452163
191,106,34.966876665457995
192,731,382.90286859884543
193,732,133.71199688777136
194,733,100.40863663752896
195,736,278.5030900254013
196,737,585.8570296728593
197,740,357.62372457733477
198,741,139.14731266786927
199,762,213.13802433144878
200,761,32.80109260775849
201,771,45.280178730378935
202,772,45.178643952694244
203,262,13.383343975845591
204,263,67.63203414466484
205,731,207.44876297391602
206,732,61.03820666694135
207,733,69.41987764549066
208,737,296.56034806172573
209,736,124.10402253802224
210,740,131.1682331827172
211,761,12.507075656984856
212,762,93.27987755171975
213,771,23.119382419799248
214,263,36.479531637330716
215,733,50.3124722421973
216,731,137.55481756812495
217,737,167.15684557382903
218,736,69.81839989370238
219,740,83.99266785010082
220,762,32.7385729182064
221,772,12.519616780014976
222,771,16.53120943207764
223,264,5.68934126053613
224,266,7.301353720763705
225,229,24.153669918752897
226,230,111.48094328098409
227,231,28.939832893123018
228,228,16.523282938410816
229,414,118.96959596987463
230,412,26.616404466547575
231,415,232.7029133084875
232,413,91.71317612237152
233,896,545.1256967876731
234,897,143.57733826023798
235,895,23.085776031259023
236,898,151.79868063937508
237,619,663.2621952298919
238,620,96.7060704271292
239,621,24.87671177988192
240,618,3.1337535388360767
241,72,11.375616965951139
242,594,678.070726347354
243,593,501.2449709770309
244,595,365.2750531506653
245,596,137.13937560091085
246,592,214.17981639009162
247,922,9.98714026764084
248,921,465.9577906180301
249,920,428.3160357000956
250,919,99.76048005410799
251,929,1338.700642322169
252,928,282.7787934431798
253,930,301.70493038029224
254,927,34.21938113839936
255,244,178.23222772259106
256,824,31.505659025000465
257,825,31.516449019312155
258,290,529.0086383541591
259,287,125.7974415133287
260,289,1277.5274794516242
261,288,432.0896990871765
262,291,77.75830681431529
263,57,696.177436833046
264,56,863.364436048898
265,54,118.92328847721677
266,58,60.224972092301726
267,55,458.4684348609725
268,230,50.80030097046212
269,229,15.060880687324081
270,414,48.48791514235432
271,415,124.93379487870178
272,413,34.51815817825609
273,412,21.07987884488913
274,896,275.2500996726467
275,897,84.66874145394655
276,898,67.2021591648883
277,895,11.613063747439178
278,619,433.6044800317317
279,620,119.68407113462378
