id,bulk_spalen_id,value
0,649,739.6404459086971
1,650,1180.9526522341682
2,648,111.19904608150526
3,651,588.9056351444448
4,649,852.8793654232857
5,650,1156.0703088969453
6,648,186.557461327246
7,651,459.47584397912044
8,649,865.9936549716291
9,650,1103.6413767353529
10,648,184.44726049572282
11,651,436.39944443252625
12,599,0.0
13,600,0.0
14,597,0.0
15,598,0.0
16,85,22.921218917335196
17,85,17.299708406164864
18,85,15.614545165192473
19,75,321.30420132618343
20,76,122.51934384109452
21,760,316.91629233558774
22,759,275.7752633929787
23,310,211.48437580497813
24,309,365.0183867026517
25,852,27.274694075430894
26,624,382.13212866178935
27,625,187.1238602381905
28,622,139.22248355677644
29,623,122.56160651323164
30,131,302.10706957667134
31,130,1212.3790983847477
32,129,46.122114950069395
33,320,20.62901965169791
34,540,16.64312230497866
35,924,80.37107217225658
36,925,482.6282144969929
37,926,160.54126923678444
38,923,154.98909938119425
39,374,243.3984764665384
40,373,318.08907819341647
41,372,159.38887417063395
42,28,192.73779635457333
43,27,271.6784182739276
44,26,96.01281728928014
45,75,171.01171992178746
46,760,277.4013962319772
47,759,108.82598004036524
48,310,193.8568968541709
49,309,185.90509940671137
50,852,22.68990956786296
51,624,417.5388996505935
52,622,71.27923700267702
53,625,131.88462499909946
54,623,72.12744522600937
55,131,242.6708556806265
56,130,843.5300422652894
57,128,3.9745175707971567
58,320,13.29429851694572
59,540,6.113127415695873
60,924,112.35199286427898
61,926,140.9541112230339
62,925,477.3605168847563
63,923,110.38051188196621
64,247,0.0
65,246,0.0
66,245,0.0
67,248,0.0
68,249,0.0
69,118,0.0
70,119,0.0
71,117,0.0
72,116,0.0
73,374,267.64451413141546
74,373,238.8082107370924
75,372,158.68756426015304
76,28,268.8612433495505
77,27,245.66955542420183
78,26,133.63937438915366
79,74,7.22552605090434
80,75,102.8767386652404
81,760,243.86598987321364
82,759,60.86096522018634
83,310,203.8144221319066
84,309,124.46275642081109
85,624,333.2345312534104
86,625,76.46245619785282
87,622,36.61605195572473
88,623,43.4202395438329
89,131,202.4461100133296
90,130,752.3910841579643
91,320,10.373602547277185
92,540,2.6613140462438567
93,926,154.8229370521123
94,924,111.27392464967527
95,925,488.4006032612556
96,923,60.06053681192941
97,247,0.0
98,246,0.0
99,245,0.0
100,248,0.0
101,249,0.0
102,118,0.0
103,117,0.0
104,119,0.0
105,116,0.0
106,374,277.32636956001636
107,373,212.31806239136785
108,372,117.64963004767347
109,28,331.09636906786034
110,27,252.50829330458646
111,26,110.4159283765462
112,380,643.5202804448238
113,379,96.3180223187882
114,380,579.6173422860268
115,379,150.70038184957986
116,380,722.059545371538
117,379,100.674432100828
118,473,89.43304639522633
119,475,193.29389092750006
120,474,300.6522998570344
121,476,65.0303646412905
122,472,12.306535814470587
123,633,107.23932758329836
124,630,263.2872462279632
125,632,625.6040682327205
126,631,183.84563917503343
127,629,24.223501852688123
128,38,17.476415705486723
129,40,474.11536186252454
130,41,198.33570590680512
131,39,86.67568768922348
132,473,102.35171571821526
133,475,186.80534316388147
134,474,137.95766729330185
135,476,83.72981219101126
136,472,3.480563176658947
137,633,98.92341210523334
138,632,409.82606213973287
139,630,176.62435096247987
140,631,84.75389344270394
141,629,30.164017379289184
142,38,19.281585722172842
143,40,262.42137292854227
144,41,158.805132394654
145,39,93.6435218339517
146,473,79.58215017998745
147,475,143.17757946336837
148,474,82.19859155323478
149,476,105.62412070361003
150,472,1.3270431976415233
151,633,98.69705815185131
152,632,310.9881784498148
153,630,130.14455288521123
154,629,24.91548827210159
155,631,45.036017419546084
156,40,188.710983858543
157,41,138.91152938009793
158,39,62.02855712686413
159,38,18.296302303881863
160,36,990.1402513224864
161,35,839.2261578302439
162,37,1518.9113891851787
163,34,27.317157218200997
164,313,343.71762095512014
165,314,103.9791952229757
166,312,187.25126609764055
167,311,14.555813007087924
168,690,502.80635859050744
