id,predict,value
4,326.98562312050944,526.7
5,480.3844851486857,1385.7
6,140.45080824689748,91.0
7,379.83861718101923,490.4
8,330.61444504759976,1209.5
9,532.8505018932437,869.6
10,140.45080824689748,198.1
11,380.0189683198798,411.4
12,320.9143316279852,986.4
13,464.7066150913658,1336.9
14,140.45080824689748,146.9
15,377.34489782196,616.0
156,158.83609307954546,0.0
157,147.8759028074046,0.0
158,221.57541354966824,0.0
159,158.83609307954546,46.8
160,147.8759028074046,94.0
161,226.41954982373846,46.7
162,147.8759028074046,0.0
911,363.46393557397505,557.5
912,220.05223643795284,0.0
913,379.24478704641075,934.4
914,191.84886320219192,102.9
915,200.57162243756926,0.0
916,226.3044958980119,362.8
917,513.0246691399591,785.2
918,141.65008475507307,158.9
919,157.7392136735444,34.0
920,226.3044958980119,355.1
921,544.2405314108645,1066.4
922,210.98953136327344,80.4
923,210.49820647640144,47.4
924,256.1075772435498,70.4
925,192.16368883459307,0.0
926,174.41163676895385,0.0
927,283.9946488799575,0.0
928,305.050164104157,87.9
929,289.5680785832541,235.1
930,592.8858389386141,629.2
931,293.29432111556997,261.9
932,578.7688604328739,972.7
933,140.88037160467235,183.2
934,267.2817608292511,34.6
935,198.11062214407937,0.0
936,443.28903102571695,388.7
937,150.2233493707733,181.6
938,277.41466810874755,93.8
939,286.77541756596077,430.0
940,628.6768304991651,626.0
941,286.4641778102814,44.8
942,286.77541756596077,80.8
943,482.3877530102207,837.2
944,253.7171761272396,127.8
945,224.800292706238,46.9
946,395.6922332240773,209.7
947,220.05223643795284,87.9
948,404.7004851588253,367.2
949,200.57162243756926,186.4
950,226.3044958980119,349.7
951,568.118380198598,1140.5
952,141.65008475507307,22.7
953,226.3044958980119,92.5
954,576.4688290609668,2536.0
955,210.98953136327344,241.2
956,192.16368883459307,91.9
957,174.41163676895385,0.0
958,283.9946488799575,266.5
959,305.050164104157,634.5
960,289.5680785832541,283.5
961,596.548594138926,466.1
962,293.29432111556997,358.2
963,564.7102590889382,871.6
964,140.88037160467235,0.0
965,260.6881717536417,68.8
966,198.11062214407937,0.0
967,220.47987939716418,44.18
968,475.6659250942823,739.2
969,262.39979130180666,0.0
970,145.40331106681228,249.7
971,286.77541756596077,0.0
972,288.52122823905836,375.2
973,659.9909777727105,770.4
974,323.7615855310024,131.1
975,286.77541756596077,268.4
976,517.927630290558,344.1
977,253.7171761272396,390.0
978,275.2533416126909,0.0
979,200.57162243756926,0.0
980,217.60504498191258,87.9
981,418.78121274716904,758.2
982,157.7392136735444,34.0
983,217.60504498191258,528.0
984,367.2087720140875,1423.5
985,154.2778008375778,33.8
986,277.6913511574011,469.9
987,298.74686638160057,451.4
988,263.65031437239264,141.3
989,479.5246099200137,139.6
990,286.9910233930136,373.4
991,536.3626541222023,1316.4
992,140.88037160467235,22.9
993,198.11062214407937,0.0
994,199.88752186428275,44.18
995,406.2871173174221,542.6
996,249.40428961890848,89.2
997,280.47211984340436,0.0
998,144.98306151356232,227.0
999,282.21793051650195,443.0
1000,574.8573707164148,210.3
1001,264.29529039475176,172.6
1002,280.47211984340436,174.6
1003,457.0799960694849,52.5
1004,238.36794415155933,44.8
1021,314.7750565425411,677.92
1022,296.8716758840002,300.03
1023,372.3005143289621,748.33
1024,293.5382814626081,66.71
1025,314.7750565425411,421.41
1026,284.2613482880446,0.0
1123,364.86495786136345,569.0
1124,303.5641485993712,0.0
1125,211.13445055436176,0.0
1126,237.45586285714649,0.0
1127,139.6810950964967,0.0
1128,248.51904689607372,401.45
1129,252.8503365916475,228.46
1130,295.06046169218,670.27
1131,393.49489128381174,535.01
1132,140.45080824689748,22.45
1133,338.5558745843047,238.1
1134,140.45080824689748,61.73
1135,354.92576188032575,640.87
1136,228.22468188041108,0.0
1137,318.65053787341566,418.17
1138,238.08865113371817,128.39
1139,430.5923130724721,384.85
1140,257.33301202544874,120.79
1141,139.6810950964967,0.0
1142,275.4732474754301,235.02
1143,292.09606256151045,228.46
1144,316.21773269997357,1376.17
1145,459.22224649492034,487.33
1146,140.45080824689748,44.9
1147,345.4964460650311,240.2
1148,140.45080824689748,0.0
1149,434.4352484225063,609.82
1150,256.3941968067474,295.24
1151,217.26632593207387,0.0
1152,281.319527111045,0.0
1153,352.43525392150025,258.71
1154,225.9017913792971,120.71
1155,139.6810950964967,0.0
1156,252.8503365916475,344.29
1157,242.38717151836164,238.51
1158,284.7865120538219,92.46
1159,373.75766156102827,388.37
1160,140.45080824689748,22.45
1161,140.45080824689748,0.0
1162,350.8964165442687,573.78
1163,318.8559853131372,318.5
1164,228.22468188041108,40.95
1250,658.78048583965,1058.2
1251,483.958444431526,1126.5
1252,431.8704129419183,1185.6
1253,150.98925072277243,321.1
1254,247.8484645773351,192.0
1255,205.36764279199346,0.0
1256,246.51184511929074,244.1
1257,139.56001743227029,63.3
1258,240.70758705571333,978.7
1259,240.90281257404044,207.4
1260,139.56001743227029,21.1
1261,675.8943739692228,1060.5
1262,518.256915937839,455.5
1263,431.8704129419183,1737.3
1264,150.98925072277243,140.5
1265,301.3761489928353,184.2
1266,212.25213464135032,0.0
1267,300.9984803523933,323.4
1268,139.56001743227029,42.0
1269,291.88076550367765,429.0
1270,289.37335868724085,325.1
1271,139.56001743227029,126.6
1272,434.3490924840344,942.1
1273,562.2623864065342,1321.4
1274,396.3981643355126,1396.1
1275,140.69074717128927,80.8
1276,235.22176803592598,127.9
1277,205.36764279199346,0.0
1278,232.37474177820482,201.4
1279,139.56001743227029,21.1
1280,235.1260715197901,256.5
1281,235.0359914802763,124.8
1282,139.56001743227029,21.1
1510,221.4942138962314,356.22
1511,268.80822046174006,692.36
1512,216.08106394812398,231.87
1513,269.88044775896134,558.72
1514,261.1875221991031,307.81
1515,231.42147186615506,134.9
1516,215.419461783222,273.86
1517,234.9544706381931,465.33
1518,288.3878669471741,578.0
1519,222.51661918051272,258.97
1520,252.15725573616783,132.2
1521,255.2570033736265,249.7
1522,307.7547288619852,954.6
1523,227.89079844870813,146.7
1524,248.00543437919933,189.2
1525,269.2807762086908,472.1
1526,171.38303136066955,73.9
1527,221.4942138962314,628.66
1528,280.4228648183119,830.86
1529,216.08106394812398,154.58
1530,281.4950921155331,706.81
1531,261.1875221991031,570.63
1532,239.57464386279995,67.45
1533,215.419461783222,408.33
1534,227.01039365074266,156.17
1535,294.2308577913683,638.68
1536,227.97586132893872,387.89
1537,256.9478748457068,177.08
1538,251.63573886430905,443.8
1539,277.68260781730334,542.1
1540,248.00543437919933,138.8
1541,269.2807762086908,293.7
1542,141.80803103940832,0.0
1543,220.77111388847817,539.96
1544,248.57059455978643,957.26
1545,215.63076066972803,77.29
1546,260.3524814901986,521.26
1547,261.1875221991031,434.22
1548,214.6963617754688,898.64
1549,280.4892120144141,377.48
1550,225.5836409578863,154.58
1551,187.74090074549414,195.03
1552,261.1875221991031,0.0
1553,253.747266433607,418.0
1554,277.68260781730334,73.4
1555,244.6397716567348,136.9
1556,269.2807762086908,147.8
1557,198.9300941988967,147.9
1839,312.0961276091162,389.3
1840,491.60525230211914,1241.0
1841,225.38440648646088,546.4
1842,233.38496505347902,28.3
1843,543.4355878060453,643.0
1844,305.9082166427071,545.5
1845,260.06590940831734,262.6
1846,225.38440648646088,366.5
1847,338.90323346586257,968.1
1848,607.478124039485,1285.2
1849,233.38496505347902,20.2
1850,153.3638217869506,87.1
1851,381.89442631416443,262.8
1852,589.7482852855326,503.0
1853,338.28190344363964,812.8
1854,230.1334417695419,20.2
1855,150.6531596883651,0.0
1856,255.92898329786334,0.0
1857,550.6542630788737,908.1
1858,349.35641750621744,186.7
1859,304.7550007231297,714.5
1860,229.60166144068822,0.0
1861,150.65790179894745,90.9
1862,145.69827013446042,0.0
1863,349.35641750621744,564.4
1864,501.1576325467878,630.3
1865,150.65790179894745,136.8
1866,585.9583775216947,1786.9
1867,149.88818864854673,45.6
1868,370.58288698797963,188.1
1869,264.1113692806027,465.1
1870,146.74108358919528,0.0
1871,150.65790179894745,20.1
1872,270.1749723444609,64.0
1873,540.4256114239928,118.3
1874,363.540649603476,41.3
1875,153.3638217869506,178.6
1876,173.11328967157698,19.3
1877,397.4359010874974,42.2
1878,621.2624437481558,371.9
1879,261.32441994180664,182.6
1880,233.38496505347902,0.0
1881,660.8688633220726,345.9
1882,306.77392698982715,87.2
1883,265.72030811159937,274.1
1884,394.7522777685551,42.2
1885,365.8574340452189,1192.1
1886,723.7946861349807,831.7
1887,153.3638217869506,259.8
1888,153.3638217869506,85.9
1889,621.8300876175821,271.3
1890,365.23610402299596,850.8
1891,144.95019532883862,0.0
1892,295.79815150473286,171.9
1893,595.9963255229459,464.9
1894,421.17960547706355,233.8
1895,328.2607305142563,1534.3
1896,257.89815112607255,0.0
1897,150.65790179894745,90.4
1898,145.69827013446042,0.0
1899,421.17960547706355,517.3
1900,537.8663013677908,490.4
1901,150.65790179894745,68.4
1902,628.8609935926653,1134.3
1903,150.65790179894745,0.0
1904,434.2189689078593,0.0
1905,292.4078589659871,546.5
1906,146.74108358919528,0.0
1907,232.30088220999596,65.2
1908,149.88818864854673,20.2
1909,302.26848526924203,39.5
1910,572.2759522245722,123.8
1911,153.3638217869506,0.0
1912,390.4516642989253,755.2
1913,233.38496505347902,19.9
1914,652.8607595448569,1638.4
1915,435.5830910147388,349.2
1916,270.66391150029375,110.7
1917,377.36771857718225,494.4
1918,578.4197433153753,1494.4
1919,233.38496505347902,179.1
1920,270.66391150029375,110.6
1921,454.01530515993454,916.0
1922,287.49464234169557,86.4
1923,230.53932657685806,0.0
1924,430.03554240938803,0.0
1925,233.38496505347902,0.0
1926,203.8932595336514,86.9
1927,272.94789519704995,0.0
1928,229.78029465625363,184.8
1929,479.9616703447893,109.4
1930,625.6923500069236,234.4
1931,385.0684426261896,541.0
1932,451.2564581102909,223.7
1933,233.38496505347902,0.0
1934,595.80107939219,225.0
1935,321.5031584113491,597.9
1936,153.3638217869506,87.0
1937,144.95019532883862,86.4
1938,464.9853924046797,255.8
1939,316.94988093785423,47.1
1940,309.5863138613087,445.4
1941,237.31361785222924,0.0
1942,150.65790179894745,203.6
1943,145.69827013446042,0.0
1944,434.4535584908919,489.9
1945,325.9579818287511,329.7
1946,150.65790179894745,159.6
1947,526.8004698899935,1642.2
1948,150.65790179894745,46.2
1949,337.4999272975482,93.7
1950,249.52229492368838,648.5
1951,146.74108358919528,0.0
1952,177.44717324662886,120.4
1953,153.3157167538871,37.6
1954,448.9404209744118,57.5
1955,153.3638217869506,88.2
1956,233.38496505347902,51.2
1957,545.6195666337699,1777.8
1958,361.53755675408104,152.2
1959,363.47621224638124,672.8
1960,235.52272959187258,0.0
1961,348.45361103233796,583.2
1962,479.3338149698704,1137.8
1963,233.38496505347902,159.2
1964,241.43766766822023,331.8
1965,360.7783283288256,395.1
2057,390.739335464288,283.8
2058,234.80137731680082,184.4
2059,266.9013239507812,268.0
2060,381.88950979752684,115.6
2061,140.45080824689748,107.5
2062,234.80137731680082,184.6
2063,262.628164521944,133.2
2064,314.4425338935363,345.3
2065,269.2477732698744,734.0
2066,238.03873098189223,448.4
2067,236.75860914240093,185.8
2068,378.77659843458025,568.0
2069,254.33246709030072,102.6
2070,511.80620558909686,113.0
2071,263.09786700218524,276.6
2072,341.5302571329381,177.6
2073,337.25709770410083,177.6
2074,140.45080824689748,64.5
2075,502.9563799223357,113.0
2076,263.09786700218524,276.9
2077,392.02503977402074,484.0
2078,282.7269708203815,418.7
2079,265.05509882778534,715.9
