id,predict,value
4,839.985314060481,526.7
5,1077.7532391024426,1385.7
6,334.8888490923525,91.0
7,689.1554272202636,490.4
8,813.8803851866187,1209.5
9,1147.5207499764376,869.6
10,320.17254794171623,198.1
11,646.7868045954301,411.4
12,592.1938205691652,986.4
13,830.4656255923965,1336.9
14,224.31047067978852,146.9
15,525.7447773550491,616.0
156,0.0,0.0
157,3.9777313928136366,0.0
158,40.7998624392297,0.0
159,0.0,46.8
160,0.0,94.0
161,62.592219682818794,46.7
162,50.76342487402981,0.0
911,364.5662989090707,557.5
912,22.153238308505586,0.0
913,347.9147325208938,934.4
914,122.90680184879163,102.9
915,62.568589541467304,0.0
916,182.56741824798013,362.8
917,721.9503240707012,785.2
918,81.62205734295404,158.9
919,101.21249770601757,34.0
920,181.65990957255488,355.1
921,845.8643074092746,1066.4
922,207.17234715831864,80.4
923,141.00786480478018,47.4
924,218.15568764006844,70.4
925,31.73657780663093,0.0
926,0.0,0.0
927,276.83722095845224,0.0
928,408.2333755348442,87.9
929,344.9141263891328,235.1
930,918.515943798852,629.2
931,481.3583740908325,261.9
932,1155.6720469061852,972.7
933,244.20494264420358,183.2
934,467.72390820249484,34.6
935,30.61731127378199,0.0
936,795.5719994436317,388.7
937,309.124614169193,181.6
938,496.89321589361117,93.8
939,468.23519135306697,430.0
940,1205.3051912060344,626.0
941,589.6945351828533,44.8
942,487.5696995925464,80.8
943,955.7121162201845,837.2
944,497.4518034364529,127.8
945,197.5912946759205,46.9
946,412.7139984641082,209.7
947,22.315591982518562,87.9
948,398.78316085969857,367.2
949,18.528961659321062,186.4
950,148.3237081666635,349.7
951,747.6288868737851,1140.5
952,33.35895777424575,22.7
953,180.14241456422545,92.5
954,834.9194341767445,2536.0
955,250.72506836310836,241.2
956,0.0,91.9
957,9.678572606100639,0.0
958,293.66966534344965,266.5
959,414.694071139038,634.5
960,331.74296380742595,283.5
961,891.2389963097285,466.1
962,491.39919058332146,358.2
963,1129.2593562768823,871.6
964,255.0590569444364,0.0
965,464.64994753366284,68.8
966,35.132888442356844,0.0
967,85.08023639348878,44.18
968,820.8600542458535,739.2
969,454.5967597551702,0.0
970,283.6550486621673,249.7
971,504.8031784972676,0.0
972,458.64591837605275,375.2
973,1270.9307578843207,770.4
974,644.7345876696961,131.1
975,479.64432902774223,268.4
976,982.7173824138888,344.1
977,484.9261003833538,390.0
978,103.09802728814046,0.0
979,56.94166869853368,0.0
980,77.21727380470793,87.9
981,343.66340495486713,758.2
982,72.38767026307423,34.0
983,94.92831392175253,528.0
984,299.84328066583055,1423.5
985,37.51903729158495,33.8
986,299.72997309035026,469.9
987,418.4566488846,451.4
988,307.4085822282211,141.3
989,797.7347346630268,139.6
990,194.92790774296918,373.4
991,742.2115520063887,1316.4
992,31.37447999582387,22.9
993,6.143753825508707,0.0
994,59.14111666964469,44.18
995,446.47688690330324,542.6
996,163.8574060275592,89.2
997,277.511046748196,0.0
998,60.33187834113089,227.0
999,231.27360077285988,443.0
1000,755.178877570528,210.3
1001,250.10009279137284,172.6
1002,219.27594350284826,174.6
1003,580.6778905049955,52.5
1004,195.88418402946428,44.8
1021,464.535409393963,677.92
1022,538.0629872515398,300.03
1023,600.7520050955995,748.33
1024,495.4443316391995,66.71
1025,353.46438077411597,421.41
1026,375.0784742716951,0.0
1123,443.143074809705,569.0
1124,289.06086962678967,0.0
1125,107.97018549291909,0.0
1126,103.69583195813361,0.0
1127,0.0,0.0
1128,392.2983435644314,401.45
1129,276.8484268199698,228.46
1130,541.5052328244572,670.27
1131,748.9614694706388,535.01
1132,119.055637650651,22.45
1133,404.6066440441974,238.1
1134,26.182786211690775,61.73
1135,503.7215536415844,640.87
1136,237.72001699559587,0.0
1137,383.547921356615,418.17
1138,244.57177905462186,128.39
1139,645.259371866739,384.85
1140,142.71368685209328,120.79
1141,42.49751566764687,0.0
1142,477.3724459540637,235.02
1143,353.1987869399739,228.46
1144,574.2882831612565,1376.17
1145,887.0242195287634,487.33
1146,185.61086412254986,44.9
1147,434.1985188324331,240.2
1148,52.12089397687954,0.0
1149,610.6741423825167,609.82
1150,292.4160393647312,295.24
1151,28.078381564367287,0.0
1152,132.99552973262718,0.0
1153,310.93193506890486,258.71
1154,60.0339745482634,120.71
1155,0.0,0.0
1156,212.745483347895,344.29
1157,278.4762220230515,238.51
1158,454.77895008235134,92.46
1159,545.6029333766506,388.37
1160,77.03055036912396,22.45
1161,0.0,0.0
1162,317.2110476596873,573.78
1163,279.8330008960858,318.5
1164,132.93596795984482,40.95
1250,1864.451798102611,1058.2
1251,1445.2118418968857,1126.5
1252,1371.0437694121485,1185.6
1253,510.28486565944047,321.1
1254,537.7904012759584,192.0
1255,274.1776671463278,0.0
1256,304.29178653345997,244.1
1257,80.13493813058548,63.3
1258,314.5330399144571,978.7
1259,275.8778432246595,207.4
1260,26.869456794517106,21.1
1261,1896.70007818681,1060.5
1262,1419.102129436034,455.5
1263,1296.555780304268,1737.3
1264,623.4611180393529,140.5
1265,717.9368294815822,184.2
1266,294.6154536060809,0.0
1267,434.4995250741564,323.4
1268,198.54643214137246,42.0
1269,445.1518454511635,429.0
1270,361.8506804467772,325.1
1271,56.43771143868512,126.6
1272,574.9608871563529,942.1
1273,835.0424603050517,1321.4
1274,494.50128076605614,1396.1
1275,18.038368599952854,80.8
1276,228.6335233992862,127.9
1277,96.35605860099062,0.0
1278,123.42662508634899,201.4
1279,0.0,21.1
1280,138.87163347995488,256.5
1281,124.54615140734568,124.8
1282,2.999420339321898,21.1
1510,280.95980706775055,356.22
1511,324.4223967742436,692.36
1512,190.53972483920114,231.87
1513,384.3463893131929,558.72
1514,324.8327030754346,307.81
1515,123.66873918927175,134.9
1516,235.30514638350172,273.86
1517,216.88702513754507,465.33
1518,344.66782451936064,578.0
1519,315.0052443816543,258.97
1520,230.26704675277574,132.2
1521,186.9152088975838,249.7
1522,387.5277408020805,954.6
1523,233.7940610611062,146.7
1524,274.91668337140976,189.2
1525,444.07492473417943,472.1
1526,216.9929720287008,73.9
1527,264.61433262184715,628.66
1528,346.5294945561219,830.86
1529,168.89014921840496,154.58
1530,397.96242668187267,706.81
1531,312.7529534913485,570.63
1532,83.58616882869362,67.45
1533,218.40119502775445,408.33
1534,189.1777320214058,156.17
1535,329.0655045305505,638.68
1536,316.48379716377895,387.89
1537,209.11708188916936,177.08
1538,156.4401277924589,443.8
1539,304.62208111965674,542.1
1540,292.8424527431231,138.8
1541,453.7657880048731,293.7
1542,134.09599092695552,0.0
1543,153.28646166402797,539.96
1544,209.35957160407253,957.26
1545,82.54505893548362,77.29
1546,221.75082011180876,521.26
1547,238.43581793151876,434.22
1548,98.35228475165344,898.64
1549,244.66330985809287,377.48
1550,89.53198150181538,154.58
1551,133.44557643330768,195.03
1552,225.53279217258986,0.0
1553,164.58682521916728,418.0
1554,290.7551476895939,73.4
1555,238.52057091757533,136.9
1556,367.6349259709858,147.8
1557,192.82449928292687,147.9
1839,283.44754153424043,389.3
1840,760.0623122427244,1241.0
1841,252.87229895147706,546.4
1842,98.8135581709557,28.3
1843,858.9413467937278,643.0
1844,349.7330960405078,545.5
1845,266.12770415887076,262.6
1846,208.07355384055435,366.5
1847,543.3979397057009,968.1
1848,1171.7858932626377,1285.2
1849,200.7472072507804,20.2
1850,370.57935528252347,87.1
1851,513.2193671479504,262.8
