id,value_x,value_y,value
0,931.19954386054,879.4000564867285,931.19954386054
1,1460.856890050772,1073.7969817075482,1460.856890050772
2,158.33830517937548,238.44273593816683,158.33830517937548
3,808.6360515605521,651.1528641406296,808.6360515605521
4,710.7408075830434,881.521383137661,710.7408075830434
5,1097.1595456822363,1031.6079153220974,1097.1595456822363
6,147.89503315290443,241.84997960239173,147.89503315290443
7,501.1990634568036,534.7907513119715,501.1990634568036
8,538.194016533078,783.7717548984624,538.194016533078
9,664.3628792470107,953.409643813634,664.3628792470107
10,127.67109152981364,222.97478796198638,127.67109152981364
11,299.2764947995745,458.16037837842657,299.2764947995745
12,0.0,262.26057078426203,262.26057078426203
13,0.0,196.55297221783005,196.55297221783005
14,0.0,42.557960268778096,42.557960268778096
15,0.0,176.99207815839432,176.99207815839432
16,35.01738571381243,38.704991271962406,35.01738571381243
17,21.767144423404748,66.09518591632907,21.767144423404748
18,12.958648191606464,68.918554934309,12.958648191606464
19,247.44381443457524,295.3245933875787,247.44381443457524
20,81.14434045994751,84.4965154839013,81.14434045994751
21,315.26459071533696,170.69682748586257,315.26459071533696
22,166.70758153452903,692.6754028786279,166.70758153452903
23,172.07601937046672,403.0268313976492,172.07601937046672
24,236.15689682288732,450.7149559820618,236.15689682288732
25,13.843612575890472,87.42596883819625,13.843612575890472
26,373.30081653687415,441.73487649765474,373.30081653687415
27,106.84308237648848,270.6182310855571,106.84308237648848
28,73.802950555458,163.08805264636612,73.802950555458
29,108.8806847642603,570.2622456683049,108.8806847642603
30,187.13032318105658,221.680051775847,187.13032318105658
31,927.3587419404159,845.2499488952184,927.3587419404159
32,25.877177193763703,279.85077120623674,25.877177193763703
33,43.97552405420759,12.525892191070463,43.97552405420759
34,22.25243831860627,0.0,22.25243831860627
35,74.23851795331845,147.8150868219436,74.23851795331845
36,579.1327552363098,408.3364536936724,579.1327552363098
37,195.72983132793857,75.49844078163423,195.72983132793857
38,116.16099180662312,131.56324986518817,116.16099180662312
39,218.75138789053628,359.1396396098008,218.75138789053628
40,392.0342689672891,486.0368448133852,392.0342689672891
41,133.07345291850228,180.5329873579243,133.07345291850228
42,274.1905298329094,130.4207401392984,274.1905298329094
43,324.83865730180696,363.9894166895143,324.83865730180696
44,105.88659034245256,137.10697346079024,105.88659034245256
45,118.04273366914929,288.42428135218745,118.04273366914929
46,256.8877936386836,174.63546737230027,256.8877936386836
47,58.89774107260369,341.0060689867669,58.89774107260369
48,154.4969551243118,376.0366344528253,154.4969551243118
49,106.29587312716528,275.65251998256736,106.29587312716528
50,14.579932933495964,30.704890275261466,14.579932933495964
51,297.7156973053795,468.734799831748,297.7156973053795
52,41.868806357856116,146.7248009548529,41.868806357856116
53,54.127118606953786,312.9267554373314,54.127118606953786
54,63.472884889465895,572.5310840463965,63.472884889465895
55,120.30298955873552,364.60072155413366,120.30298955873552
56,531.9113193256699,722.5700490467419,531.9113193256699
57,0.0,150.35795406061055,150.35795406061055
58,42.528771147577366,0.0,42.528771147577366
59,8.059555251431224,0.0,8.059555251431224
60,80.3339446180426,99.18369377396557,80.3339446180426
61,105.11688107370493,32.61271886243018,105.11688107370493
62,366.4213462029747,356.4498485992775,366.4213462029747
63,58.019893418377215,62.5666016416029,58.019893418377215
64,0.0,1162.6766426961126,1162.6766426961126
65,0.0,316.5677349198205,316.5677349198205
66,0.0,130.86438655562375,130.86438655562375
67,0.0,443.57539197456686,443.57539197456686
68,0.0,197.04066940173718,197.04066940173718
69,0.0,1183.046698597752,1183.046698597752
70,0.0,459.6379655936589,459.6379655936589
71,0.0,360.34455582738406,360.34455582738406
72,0.0,102.22688501695734,102.22688501695734
73,221.38831087011386,308.8592380596812,221.38831087011386
74,240.04425963445453,458.36712707674417,240.04425963445453
75,115.59069519684002,189.85188523783958,115.59069519684002
76,226.6915519678643,153.55396197029938,226.6915519678643
77,238.65021431578785,251.67676165570305,238.65021431578785
78,92.07721753985764,99.62541685178681,92.07721753985764
79,4.932977826494566,64.61109795913555,4.932977826494566
80,89.64296292627435,265.0525486508866,89.64296292627435
81,170.72689390009972,133.9825105388946,170.72689390009972
82,35.654613271971115,389.5980937400186,35.654613271971115
83,133.01178203586744,307.2036598488708,133.01178203586744
84,77.81483395332222,374.263147285606,77.81483395332222
85,247.1623367614924,332.60679147783463,247.1623367614924
86,40.46155615683065,293.10127570389443,40.46155615683065
87,26.415055953832788,175.0840682129076,26.415055953832788
88,42.89121637587357,523.2731996762001,42.89121637587357
89,97.7379828296668,363.20075819067023,97.7379828296668
90,380.7791725317502,712.7604913432061,380.7791725317502
91,27.12694353795317,0.0,27.12694353795317
92,5.238527630884959,4.993026613442457,5.238527630884959
93,51.663468157763674,133.0495479787557,51.663468157763674
94,36.81375643307175,127.7422388655256,36.81375643307175
95,153.13499046648906,311.8882158135645,153.13499046648906
96,34.726386402193015,31.798762852865373,34.726386402193015
97,0.0,1133.24812809775,1133.24812809775
98,0.0,297.09894176720013,297.09894176720013
99,0.0,138.26496925529042,138.26496925529042
100,0.0,479.96073801690557,479.96073801690557
101,0.0,150.46269302633254,150.46269302633254
102,0.0,1184.5970931944,1184.5970931944
103,0.0,312.19520521945407,312.19520521945407
104,0.0,444.1898775049637,444.1898775049637
105,0.0,75.8763199474405,75.8763199474405
106,130.645991902105,330.53623150164367,130.645991902105
107,106.76037826047626,491.0695074547309,106.76037826047626
108,68.99495020257042,177.04460259908996,68.99495020257042
