id,predict,value,error
4,736.7963250138719,526.7,44140.46065502982
5,1181.4499082442935,1385.7,41718.08003591888
6,198.77429704448662,91.0,11615.299103433237
7,761.6780727576945,490.4,73591.79607062895
8,1074.7975004436335,1209.5,18144.76338673293
9,1483.2797888540076,869.6,376602.9132127334
10,274.35042494732375,198.1,5814.126373856168
11,1014.5331631371103,411.4,363769.61983824143
12,665.0144458381671,986.4,103288.69011656301
13,999.3007050447128,1336.9,113973.30043864818
14,108.55969419292646,146.9,1469.9785813586434
15,720.5258826169104,616.0,10925.66013684413
156,14.40098591088973,0.0,207.3883952056445
157,65.86920581950397,0.0,4338.752275292176
158,11.4781868712886,0.0,131.74877385222197
159,54.81141722276037,46.8,64.1828181415946
160,88.6533299064151,94.0,28.586881089635213
161,11.821248044311712,46.7,1216.5273912071818
162,14.336786496322315,0.0,205.54344704112987
911,227.78102604666168,557.5,108714.60178484219
912,34.7101600060185,0.0,1204.795207643406
913,357.3391472226126,934.4,332999.2559849656
914,70.56029952693227,102.9,1045.856325380673
915,153.32167631897914,0.0,23507.53642926181
916,212.71940174049382,362.8,22524.182309854332
917,437.1133838997912,785.2,121164.3008063027
918,59.83279008449267,158.9,9814.310871126703
919,30.502478596139355,34.0,12.23265597046334
920,261.8399245535934,355.1,8697.442810698145
921,457.6472735654541,1066.4,370579.911665748
922,125.80022295699943,80.4,2061.1801059947757
923,21.557268448547703,47.4,667.8468529061882
924,24.033728972295577,70.4,2149.831230513175
925,36.6089905806757,0.0,1340.2181913360023
926,28.417731680676347,0.0,807.5674738749161
927,203.63443277407572,0.0,41466.98221121956
928,498.9985088302691,87.9,169001.98270789775
929,306.1007514133495,235.1,5041.105834551895
930,676.4038164911437,629.2,2228.199138892797
931,224.82112262996475,261.9,1374.8426943991349
932,1531.8120642785475,972.7,312606.2867716219
933,63.509697866336204,183.2,14325.767694316102
934,75.02878058919983,34.6,1634.48642330851
935,39.14715780533913,0.0,1532.499964236124
936,119.76056565583806,388.7,72328.42591126211
937,43.769383469964566,181.6,18997.280535552356
938,6.595646795684084,93.8,7604.599750036225
939,228.79708083913056,430.0,40482.61467885537
940,405.1770026088442,626.0,48762.79617681441
941,432.58970580730994,44.8,150380.85652184012
942,481.27301012314854,80.8,160378.62939280216
943,673.5241857732553,837.2,26789.776158779536
944,339.0788237611543,127.8,44638.7400803533
945,31.113654518808993,46.9,249.2087518276252
