id,predict,value,error
4,1052.2249242835794,526.7,276176.4332130637
5,1404.7118138513329,1385.7,361.4509225425627
6,258.6825939114886,91.0,28117.452300885194
7,965.9568730023229,490.4,226154.34526488517
8,1230.8637528492413,1209.5,456.4099358034673
9,1560.4021676055495,869.6,477207.6684991009
10,247.82891950235663,198.1,2472.964827829428
11,1165.7108056507946,411.4,568984.8007294463
12,1009.2367406661303,986.4,521.5156091774596
13,1301.2393826634063,1336.9,1271.6813700686419
14,148.65420415265407,146.9,3.077253622850962
15,852.0046438995381,616.0,55698.191942147794
156,37.15576584502985,0.0,1380.5509355306865
157,57.15419907938226,0.0,3266.6024724056597
158,25.708413875376152,0.0,660.922543987633
159,34.98569760270036,46.8,139.5777231076457
160,59.62930538244152,94.0,1181.3446484934634
161,33.432680710077534,46.7,176.021781385072
162,19.28644860647547,0.0,371.96709985021965
911,255.210739990996,557.5,91378.79671679123
912,23.350286891101085,0.0,545.2358978967271
913,322.2262383048022,934.4,374756.74439934635
914,67.72481466560991,102.9,1237.2937706548405
915,125.39042214788799,0.0,15722.757966425559
916,207.62694786366933,362.8,24078.672320899954
917,577.2749154033492,785.2,43232.84588082057
918,55.45583594300579,158.9,10700.69381470423
919,30.468206970193354,34.0,12.47356200539081
920,295.6368961518656,355.1,3535.861445122022
921,769.9582087693608,1066.4,87877.75006272731
922,121.57562123388061,80.4,1695.4316583379784
923,21.56710967008569,47.4,667.3383016331076
924,43.39953773216324,70.4,729.0250450757507
925,36.1383170864469,0.0,1305.9779618405796
926,21.584203459706,0.0,465.87783898998447
927,170.2985696726701,0.0,29001.602832557277
928,429.2635056211784,87.9,116529.04192822156
929,278.72694276083865,235.1,1903.3096021020758
930,626.1821532981592,629.2,9.107472393858615
931,351.1457865359046,261.9,7964.811503838397
932,1683.9254602052963,972.7,505841.6378803328
933,117.63781691328147,183.2,4298.399450936602
934,132.35643570793192,34.6,9556.321020647996
935,26.77266640607096,0.0,716.7756664907606
936,226.92151718614133,388.7,26172.281451224106
937,105.76434898394864,181.6,5751.046890756531
938,70.0954170750978,93.8,561.9073963248666
939,404.7169275793507,430.0,639.2337510277982
940,595.4156292865024,626.0,935.40373194065
941,411.24295016568624,44.8,134280.43628527917
942,378.5022922737976,80.8,88626.65300804302
943,594.4939704022098,837.2,58906.222728563735
944,377.52742773188254,127.8,62363.78663736737
945,31.401802886394403,46.9,240.1941610689193
946,73.67134503605828,209.7,18503.794141046095
947,22.4181037264646,87.9,4287.878939412939
948,211.49088724242384,367.2,24245.331597243727
949,117.78631848299999,186.4,4707.8364537469915
950,315.482824168265,349.7,1170.8159572802892
951,512.75681518554,1140.5,394061.50608100137
952,5.983188013547354,22.7,279.45182849823817
953,295.6551110846311,92.5,41271.999159808795
954,836.0862452415544,2536.0,2889706.7736169565
955,86.72578657494701,241.2,23862.28167045306
956,21.889977847624557,91.9,4901.403415429736
957,24.824571738100992,0.0,616.2593619801225
958,172.34885897530953,266.5,8864.437356251154
959,426.5931516709749,634.5,43225.257582108236
960,246.62935251040903,283.5,1359.4446463016805
961,429.84068861121494,466.1,1314.738105007462
962,337.9407014794898,358.2,410.4396711550759
963,1618.822086481931,871.6,558340.8830118643
964,67.47733435938444,0.0,4553.190652248164
965,87.45801779095652,68.8,348.1215140081561
966,27.72443404176364,0.0,768.6442429361026
967,26.39495340855988,44.18,316.307893114827
968,761.6662002746294,739.2,504.72960628869095
969,303.7714767779908,0.0,92277.11010388141
970,183.35054849497456,249.7,4402.249310052818
971,223.90460138340677,0.0,50133.27052066228
972,406.22153159375574,375.2,962.3346650609235
973,555.6914962215084,770.4,46099.75207861281
974,367.90451863766043,131.1,56076.37715653394
975,358.51905362547427,268.4,8121.444926437249
976,566.168166998288,344.1,49314.26808318652
977,301.876753064861,390.0,7765.706650391481
978,53.036869439412236,0.0,2812.9095199332596
979,52.809822827992036,0.0,2788.8773871239086
980,353.0797836763783,87.9,70320.31686138634
