id,predict,value,error
4,706.8250625550692,526.7,32445.033762883195
5,1306.1759595187882,1385.7,6324.065248440218
6,235.11828679220685,91.0,20770.080587920784
7,846.302543257927,490.4,126666.62464197412
8,1154.1546435881946,1209.5,3063.1084763497656
9,1659.788098325206,869.6,624397.2693182093
10,270.3453077307223,198.1,5219.383607206073
11,1138.877297508613,411.4,529223.2272707733
12,590.1789106196536,986.4,156991.1710164819
13,1019.3052213754129,1336.9,100866.45891715864
14,113.90059724353257,146.9,1088.9601794588466
15,709.5527418929477,616.0,8752.115515688485
156,17.073309559489456,0.0,291.49789931415404
157,49.6341852517229,0.0,2463.5523456023466
158,12.37810043306693,0.0,153.2173703310917
159,46.307306410762706,46.8,0.24274622108535426
160,101.15785029395906,94.0,51.23482083072977
161,15.534044562204821,46.7,971.3168259061096
162,9.456955224766071,0.0,89.4340021232303
911,230.77261852163133,557.5,106750.78180771145
912,36.19552531538493,0.0,1310.116052856671
913,366.0312444482998,934.4,323043.07003976963
914,71.81504585741611,102.9,966.2744689102974
915,152.99060339806266,0.0,23406.124728103303
916,231.18203052305662,362.8,17323.286675904415
917,449.0851751196149,785.2,112973.18371030042
918,55.466336709969504,158.9,10698.521438977477
919,24.465337385513696,34.0,90.9097911720828
920,295.9958184643798,355.1,3493.3049964821766
921,460.4001191091963,1066.4,367235.88522950676
922,123.57404324762342,80.4,1863.9978785909361
923,39.030328896998945,47.4,70.0514199146224
924,31.976062841978347,70.4,1476.3990639841497
925,47.70207076918119,0.0,2275.487555667971
926,29.785920649100593,0.0,887.2010689145171
927,198.1060554668333,0.0,39246.009212628036
928,491.6870889312721,87.9,163044.01195533064
929,292.7228797097766,235.1,3320.3955626431252
930,684.7755292954278,629.2,3088.6380996426524
931,306.41401303411783,261.9,1981.4978997855974
932,1411.1917492045566,972.7,192275.0034151069
933,62.19072583466442,183.2,14643.243695439367
934,79.73060947567328,34.6,2036.772049373423
935,44.44244549466803,0.0,1975.1309615465386
