id,predict,value,error
4,772.0255968158841,526.7,60184.642463675424
5,1316.3095901906968,1385.7,4815.02219709822
6,223.23901133404837,91.0,17487.156118606574
7,888.3872786803146,490.4,158393.87884960556
8,1213.6859694412694,1209.5,17.522340163241548
9,1683.1495117664072,869.6,661862.8478194573
10,248.8313266500693,198.1,2573.6668843971775
11,1186.3283632900764,411.4,600513.9776910114
12,532.9209000475137,986.4,205643.31623625185
13,930.165635433021,1336.9,165432.8631797812
14,105.96053404620848,146.9,1676.039372832352
15,654.544080881026,616.0,1485.6461709630778
156,24.510420344532665,0.0,600.7607054656808
157,54.15044095360346,0.0,2932.2702554696943
158,11.931339480898544,0.0,142.35686180844831
159,24.74930241518727,46.8,486.23323033017226
160,80.3038767139332,94.0,187.58379306714107
161,17.604780068095778,46.7,846.5318672816596
162,15.237354524962104,0.0,232.1769729193831
911,243.66274295235763,557.5,98493.82391118795
912,34.17230955754027,0.0,1167.746740496358
913,382.5766792422077,934.4,304509.0042766559
914,62.02460478078801,102.9,1670.7980590685875
915,164.44445459870272,0.0,27041.9786482648
916,235.7319616117884,362.8,16146.283277581137
917,418.4161878405692,785.2,134530.37381688767
918,58.99186363110981,158.9,9981.634493123054
919,28.645744829507457,34.0,28.66804843074613
920,295.22445658036673,355.1,3585.0814306990555
921,454.0184250597716,1066.4,375011.22322771937
922,125.29322359993088,80.4,2015.4013881901476
923,25.72855005611339,47.4,469.6518088064019
924,53.009392933880804,70.4,302.4332672000782
925,59.44344856879284,0.0,3533.5235777507196
926,23.29185025722459,0.0,542.5102884049732
927,169.41314634357764,0.0,28700.814154030453
928,549.9266935663125,87.9,213468.6641578256
929,263.7507299830021,235.1,820.8639788185759
930,727.095617254271,629.2,9583.549487565157
931,263.7113099041419,261.9,3.280865679596392
932,1453.1131547470352,972.7,230796.78752516216
933,57.58784485101504,183.2,15778.412754496927
934,74.18598958098478,34.6,1567.050691912691
935,35.710783422492014,0.0,1275.2600526481303
936,146.24602010093685,388.7,58783.938288182086
937,37.11928608522382,181.6,20874.678457004025
938,3.1887110312140354,93.8,8210.40624163226
939,271.0332781427699,430.0,25270.418658033952
940,450.64055305801946,626.0,30750.935631797285
941,462.8010540704751,44.8,174724.88184184727
942,378.44346811002345,80.8,88591.632291891
943,563.7181516493495,837.2,74792.3280540913
944,325.4977021954642,127.8,39084.38024671546
945,33.67869844031491,46.9,174.80285528034403
946,83.96291932680249,209.7,15809.812688779952
947,36.56569953308859,87.9,2635.2105610869958
948,213.73984053484165,367.2,23550.024289657904
949,166.0962948233924,186.4,412.2401960506754
950,240.77820763283853,349.7,11863.95951169863
951,379.5427814465205,1140.5,579055.888468648
