id,value
0,1084.5402193563673
1,1639.0244223139832
2,218.16465997690125
3,716.5352655046406
4,943.2305163078101
5,1339.462866451405
6,238.13834685221727
7,582.8606102778176
8,831.1996686135661
9,996.9993937272662
10,201.79581165494895
11,433.0865567482605
12,266.86206089918596
13,229.30430273659334
14,46.9228056912941
15,197.08857016303833
16,23.19243872787463
17,18.94984875834068
18,30.65645932219938
19,345.3100741709866
20,111.45241014632781
21,322.8653211960482
22,381.46824433672555
23,253.78705794700787
24,394.3382597438586
25,52.666073956498366
26,462.7549341730621
27,222.78579905359928
28,157.87969668727283
29,276.90693869511546
30,293.2814833371797
31,1179.6985999919277
32,111.53229380083617
33,15.01640337201308
34,16.166811161014145
35,103.19859330248474
36,510.4621359026753
37,126.97019181264048
38,161.60818313185845
39,266.03760706938635
40,403.8437006200936
41,165.36730714444468
42,199.79465012159318
43,361.9038137729841
44,112.61035021234872
45,181.02181076726413
46,228.24377653371965
47,145.4674771633837
48,285.3379996844532
49,211.5216188315281
50,37.51404121973811
51,430.55812675720495
52,79.63971089150324
53,209.41013473415597
54,217.55360120421454
55,261.7518603549639
56,808.3518420057051
57,111.33683585005761
58,14.502426830808853
59,7.789831387296459
60,104.56988476032394
61,120.23185255264568
62,464.56894265606996
63,103.48352589341307
64,1091.3275918639047
65,343.76828311104225
66,108.26872034790847
67,438.83582216408684
68,179.09286971537153
69,1093.5100993234232
70,406.407051813227
71,336.31617791354586
72,49.482078053462025
73,266.1463518035473
74,321.6448991811506
75,170.46790528885128
76,212.63257342789547
77,298.5199935133939
78,198.11416196812007
79,21.275823309745526
80,137.19714009958625
81,248.54530134822681
82,146.01024601899925
83,238.18691157214184
84,188.6431557387803
85,420.69046271139405
86,148.43605416691574
87,76.00289447601106
88,190.52131557127092
89,267.080276902644
90,740.6319455229743
91,11.25550662478763
92,15.87642501513844
93,151.96349468776143
94,116.85476824988334
95,400.09287440837215
96,42.57004784612883
97,1135.498528573348
98,352.52644144350086
99,116.56766829992219
100,480.60213052412826
101,167.6117154089904
102,1146.2677466418957
103,342.2412000374968
104,426.9227016145824
105,52.168198656934166
106,271.34984317261205
107,309.8101922191952
108,148.14227475106355
109,372.5363980520424
110,255.64136984217663
111,119.39010902032896
112,633.6142147560722
113,52.34067709589145
114,600.4126797047475
115,112.28831190118474
116,647.1077858286085
117,157.98632552115706
118,69.21684704670913
119,176.2002628884276
120,325.4894020778981
121,90.56408319049288
122,8.921065871486912
123,181.4063719298714
124,279.8786516846352
125,668.641798733522
126,275.64142929843075
127,26.743911811046445
128,20.303891573321827
129,501.6782997969485
130,258.3271092006959
131,92.38743634130711
132,77.66663623094789
133,166.88264520922388
134,168.25395944338885
135,104.48213604108095
136,2.1907765547366225
137,119.5002536513599
138,402.5676800942014
139,172.80913331629694
140,202.91418186983537
141,30.90893747520389
142,17.031280690064378
143,255.14557983433593
144,153.46935468148087
145,58.40856670101461
146,71.35846999958218
147,143.58897026120772
148,132.99093299374803
149,90.07422971361318
150,1.2717406384398293
151,98.559057925407
152,378.4578423232411
153,145.5960383189473
154,19.64404163957937
155,169.42265256508662
156,207.72543849616972
157,138.6100853499469
158,42.47789308429992
159,12.576955944128201
160,985.201619285688
161,729.2861410936307
162,1499.086221766924
163,32.28946142128608
164,320.3628109423519
165,92.68113112273765
166,255.48474932313854
167,11.21780626241911
168,500.95717195381894
169,262.5240919785139
170,11.200378373659827
171,1433.8885755034025
172,970.590077811287
173,1766.88994651572
174,9.518457058495429
175,295.514067865611
176,82.14298542079109
177,153.91650588980016
178,6.596731206359954
179,341.9425680816825
180,128.76432422743343
181,996.4188306666825
182,556.3756488861188
183,1341.9740176226983
184,7.921533855625524
185,480.50113362567294
186,138.72836147956951
187,172.27752321878984
188,17.17890328005917
189,392.5383660635601
190,118.2911505951436
191,68.81772203286806
192,306.22205452128514
193,185.67900231024805
194,80.1882913903503
195,274.799245716766
196,440.94348298678756
197,277.39997203515054
198,135.17687446114306
199,181.7249038083099
200,67.84463553922313
201,76.09113650876006
202,56.23014588961709
203,45.19371365699335
204,106.63688822413887
205,188.33268553603426
206,51.281540939084
207,58.25780689310792
208,215.72715611184813
209,135.52821974342243
210,119.923611308629
211,50.539750405176726
212,80.38095240609218
213,65.73041013806458
214,48.27945453199314
215,53.03480012943231
216,124.74996810394545
217,148.53216569051216
218,136.60248984318343
219,76.36133824388497
220,65.04960234833472
221,76.26594215115394
222,49.97183124393181
223,138.70950076324712
224,157.46069058831682
225,19.57977377518597
226,159.1462009510829
227,31.38678834130327
228,8.363445569391907
229,124.8474582849961
230,55.188831046009945
231,201.507191807114
232,122.66711390209122
233,560.2714179147763
234,381.34051413681533
235,70.271780134755
236,249.48941107006186
237,595.6168894059998
238,172.12975529735522
239,7.384868755481004
240,114.27374578539636
241,12.775253454365874
242,731.2026956978885
243,398.84697697534426
244,527.4544438902625
245,132.45877026267283
246,170.1194329697353
247,17.41347549876044
248,538.7147669277487
249,418.4368504700143
250,104.71087859992262
251,1161.0819597631885
252,245.4702162044241
253,365.064264946114
254,32.95889620333902
255,193.1615166326576
256,128.6633012844996
257,61.69722082034678
258,521.9226783667331
259,155.23298187799676
260,1488.8022922875682
261,529.3407187523592
262,107.59480630423616
263,719.3434283757713
264,1050.3581307060997
265,148.5828578100574
266,97.47477587442508
267,523.7581493773531
268,87.92288706060258
269,26.083934654396437
270,25.618276350870342
271,85.08135682884429
272,72.10292137432573
273,37.5107017220673
274,319.4071406772139
275,156.08160410633468
276,78.1254053229275
277,10.631500134929704
278,407.769330537835
279,173.03246430154903
280,109.64155636225298
281,22.92422186706754
282,0.0
283,0.0
284,0.0
285,740.0582290637317
286,490.021492136464
287,425.8967237170678
288,102.2626460034227
289,207.56305064549395
290,33.8159958782479
291,716.9171118045299
292,327.0139423307347
293,62.120312527689684
294,1291.5806269259722
295,388.40875216697714
296,409.2562582639933
297,12.02115483309072
298,56.24744821716777
299,42.35649049022782
300,51.03452353794484
301,61.6966542941528
302,374.75084953406133
303,156.6820468676984
304,1236.5234326723694
305,431.1319715499633
306,107.38697480039914
307,523.4917512958134
308,880.1557731522612
309,99.10067046846893
310,116.58855807376572
311,371.4490736041289
312,674.9139191679742
313,196.2260868806423
314,299.784899075525
315,268.0473191500723
316,308.225164799101
317,239.61408982457914
318,651.9234122540045
319,180.93291809877803
320,86.17658622083655
321,8.513979302459648
322,48.85913932979392
323,286.8215424138275
324,102.67944538636598
325,74.32179228743924
326,22.833654979535552
327,362.4246278950951
328,180.2156901211163
329,7.696869057303215
330,21.079062498053364
331,0.0
332,637.9343044491189
333,490.9189019503761
334,331.18853889630856
335,92.53193547710129
336,195.9253925996457
337,56.88435978515763
338,407.97686116730983
339,209.01139370540437
340,31.583185577142036
341,865.5720354817827
342,303.85796218515867
343,358.31387187676444
344,2.7834715274247563
345,20.201614525527273
346,28.675384050018227
347,114.54447381351531
348,343.7014564146059
349,187.58414063738488
350,1176.3613937294047
351,551.7545012492473
352,102.19641669296041
353,519.445772893644
354,793.9196459200293
355,127.81886441649756
356,75.82404567614154
357,447.8886843578698
358,846.0607211654144
359,134.49740257698312
360,417.25391210930223
361,495.14479741790433
362,247.1842534757631
363,858.0588341932844
364,99.24846126078563
365,381.7999643204564
366,439.88391628938604
367,229.27090505452685
368,531.551805757622
369,156.0320286254647
370,390.9510181074869
371,206.4401024361705
372,302.561581686658
373,204.48328800360025
374,459.24522789911896
375,122.41586846327036
376,155.6952615853711
377,216.12663262711067
378,77.59720916325404
379,93.33725926222161
380,99.11068058996216
381,123.10441148598741
382,118.9864630891191
383,363.0813983115213
384,239.88609390404577
385,255.16727308858316
386,154.40680649554676
387,689.2241973130186
388,98.97690292156659
389,97.15405532385195
390,250.76724244488582
391,87.56870028113423
392,685.4412791843013
