id,predict,value,error
4,755.6837229239429,526.7,52433.53977368629
5,999.949997729098,1385.7,148803.02658110464
6,286.4106933623199,91.0,38185.33908034261
7,648.0976219629989,490.4,24868.541897804753
8,736.3030087626594,1209.5,223915.39251607182
9,1072.4255278501246,869.6,41138.204651272485
10,286.7872018269014,198.1,7865.41868527814
11,604.3863765247868,411.4,37243.74387995754
12,538.7312350360726,986.4,200407.3449831551
13,794.3112960369524,1336.9,294402.52816188935
14,204.6490485796538,146.9,3334.953316799692
15,493.8229401814703,616.0,14927.233945900583
156,11.075232064114397,0.0,122.66076527398765
157,14.586618963630553,0.0,212.76945279014646
158,56.773922983457794,0.0,3223.2783309315973
159,1.273889648334633,46.8,2072.626654284682
160,14.219567935866294,94.0,6364.917340339854
161,76.43204327165168,46.7,883.9943517398708
162,23.156478472568573,0.0,536.2224952505318
911,379.78309304901245,557.5,31583.299016225967
912,80.45659081547167,0.0,6473.26300564824
913,384.91344975289195,934.4,301935.4957328662
914,128.20434790327232,102.9,640.3099455871032
915,77.58835982372094,0.0,6019.953580135193
916,183.02820192258918,362.8,32317.894995025606
917,700.3593412547891,785.2,7197.9394476266225
918,81.73593342700852,158.9,5954.2922281369265
919,122.14235759241555,34.0,7769.075201949255
920,194.85403580826187,355.1,25678.770995867348
921,813.8259102054117,1066.4,63793.68316828459
922,183.43305782573609,80.4,10615.81069048954
923,170.0447012024099,47.4,15041.722358746481
924,223.14831032638858,70.4,23332.04584141586
925,39.139013492343295,0.0,1531.8623771538305
926,0.0,0.0,0.0
927,271.1368621360929,0.0,73515.19800900664
928,417.2886541558679,87.9,108496.88448139955
929,360.4202621777981,235.1,15705.16658252374
930,926.3014214667871,629.2,88269.24738413296
931,476.7157382081579,261.9,46145.8040041783
932,1101.7467384420997,972.7,16653.057551988713
933,219.1813330011732,183.2,1294.6565441539522
934,461.4201416461239,34.6,182175.43461736897
935,60.40428086544004,0.0,3648.677146870966
936,756.3896359030256,388.7,135195.6593737019
937,276.7389469858833,181.6,9051.418072218647
938,465.5994175425767,93.8,138234.80461571575
939,457.9554057925011,430.0,781.5047130234038
940,1131.091106618931,626.0,255117.02598553634
941,527.8430715759454,44.8,233330.60973458912
942,479.3906134211754,80.8,158874.47467466485
943,888.4942692167566,837.2,2631.100802179759
944,460.28233861185544,127.8,110544.50345949735
945,193.85415063625004,46.9,21595.52194075319
946,429.3852374443669,209.7,48261.60489184016
947,82.57195912053253,87.9,28.388035873169244
948,435.4050711310547,367.2,4651.930062829509
949,64.25646127506857,186.4,14919.042561238866
950,170.3957992106426,349.7,32150.00079825431
951,736.9384967429858,1140.5,162861.88691106113
952,41.716253218895616,22.7,361.6178574686588
953,195.02337976561614,92.5,10511.043398564749
954,803.0542844504458,2536.0,3003100.8530415567
955,215.77679210039506,241.2,646.3393447355979
956,30.955438721120167,91.9,3714.2397354631826
957,8.697174880998503,0.0,75.64085091067132
958,284.5470453612615,266.5,325.69584627143007
959,416.23777822113044,634.5,47638.39745584844
960,350.628432001963,283.5,4506.226383042171
961,897.5568278356343,466.1,186154.98901918123
962,478.3397328573612,358.2,14433.552477939313
963,1073.099719616272,871.6,40602.14684429035
964,225.50837135888165,0.0,50854.02555293527
965,453.6724447330336,68.8,148126.79636570704
966,64.99581559761411,0.0,4224.456045199057
967,118.76366973968678,44.18,5562.723746316409
968,766.2041900994328,739.2,729.2256236444698
