id,value_x,value_y,value
0,931.19954386054,879.4000564867285,897.5298770675624
1,1460.856890050772,1073.7969817075482,1209.2679496276767
2,158.33830517937548,238.44273593816683,210.40618517258986
3,808.6360515605521,651.1528641406296,706.2719797376025
4,710.7408075830434,881.521383137661,821.7481816935448
5,1097.1595456822363,1031.6079153220974,1054.550985948146
6,147.89503315290443,241.84997960239173,208.96574834507118
7,501.1990634568036,534.7907513119715,523.0336605626627
8,538.194016533078,783.7717548984624,697.8195464705778
9,664.3628792470107,953.409643813634,852.2432762153159
10,127.67109152981364,222.97478796198638,189.61849421072594
11,299.2764947995745,458.16037837842657,402.55101912582836
12,0.0,262.26057078426203,170.46937100977033
13,0.0,196.55297221783005,127.75943194158954
14,0.0,42.557960268778096,27.662674174705764
15,0.0,176.99207815839432,115.04485080295632
16,35.01738571381243,38.704991271962406,37.414329326609916
17,21.767144423404748,66.09518591632907,50.580371393805564
18,12.958648191606464,68.918554934309,49.33258757436311
19,247.44381443457524,295.3245933875787,278.5663207540275
20,81.14434045994751,84.4965154839013,83.32325422551747
21,315.26459071533696,170.69682748586257,221.2955446161786
22,166.70758153452903,692.6754028786279,508.58666540819326
23,172.07601937046672,403.0268313976492,322.19404718813536
24,236.15689682288732,450.7149559820618,375.6196352763508
25,13.843612575890472,87.42596883819625,61.67214414638923
26,373.30081653687415,441.73487649765474,417.78295551138154
27,106.84308237648848,270.6182310855571,213.2969290373831
28,73.802950555458,163.08805264636612,131.83826691454829
29,108.8806847642603,570.2622456683049,408.7786993518893
30,187.13032318105658,221.680051775847,209.58764676767038
31,927.3587419404159,845.2499488952184,873.9880264610376
32,25.877177193763703,279.85077120623674,190.9600133018712
33,43.97552405420759,12.525892191070463,23.533263343168457
34,22.25243831860627,0.0,7.788353411512194
35,74.23851795331845,147.8150868219436,122.0632877179248
36,579.1327552363098,408.3364536936724,468.1151592335955
37,195.72983132793857,75.49844078163423,117.57942747284075
38,116.16099180662312,131.56324986518817,126.1724595446904
39,218.75138789053628,359.1396396098008,310.0037515080582
40,392.0342689672891,486.0368448133852,453.13594326725155
41,133.07345291850228,180.5329873579243,163.9221503041266
42,274.1905298329094,130.4207401392984,180.74016653206226
43,324.83865730180696,363.9894166895143,350.28665090381674
44,105.88659034245256,137.10697346079024,126.17983936937206
45,118.04273366914929,288.42428135218745,228.7907396631241
46,256.8877936386836,174.63546737230027,203.42378156553443
47,58.89774107260369,341.0060689867669,242.26815421680976
48,154.4969551243118,376.0366344528253,298.49774668784556
49,106.29587312716528,275.65251998256736,216.3776935831766
50,14.579932933495964,30.704890275261466,25.06115520564354
51,297.7156973053795,468.734799831748,408.878113947519
52,41.868806357856116,146.7248009548529,110.02520284590402
53,54.127118606953786,312.9267554373314,222.34688254669922
54,63.472884889465895,572.5310840463965,394.3607143414708
55,120.30298955873552,364.60072155413366,279.0965153557443
56,531.9113193256699,722.5700490467419,655.8394936443667
57,0.0,150.35795406061055,97.73267013939686
58,42.528771147577366,0.0,14.885069901652077
59,8.059555251431224,0.0,2.8208443380009283
60,80.3339446180426,99.18369377396557,92.58628156939253
61,105.11688107370493,32.61271886243018,57.989175636376345
62,366.4213462029747,356.4498485992775,359.9398727605715
63,58.019893418377215,62.5666016416029,60.97525376347391
64,0.0,1162.6766426961126,755.7398177524732
65,0.0,316.5677349198205,205.76902769788333
66,0.0,130.86438655562375,85.06185126115544
67,0.0,443.57539197456686,288.32400478346847
68,0.0,197.04066940173718,128.07643511112917
